tkid,StringId,bustup,minihead
54,lord_1_ankokuji_ekei,Portraits/54_lord_1_ankokuji_ekei_bustup_normal.png,Portraits/54_lord_1_ankokuji_ekei_minihead_normal.png
55,lord_1_ando_takatsune,Portraits/55_lord_1_ando_takatsune_bustup_normal.png,Portraits/55_lord_1_ando_takatsune_minihead_normal.png
56,lord_1_ando,Portraits/56_lord_1_ando_bustup_normal.png,Portraits/56_lord_1_ando_minihead_normal.png
57,lord_1_andoo_naotsugu,Portraits/57_lord_1_andoo_naotsugu_bustup_normal.png,Portraits/57_lord_1_andoo_naotsugu_minihead_normal.png
58,lord_1_andoo_morinari,Portraits/58_lord_1_andoo_morinari_bustup_normal.png,Portraits/58_lord_1_andoo_morinari_minihead_normal.png
59,lord_1_andoo_yoshinari,Portraits/59_lord_1_andoo_yoshinari_bustup_normal.png,Portraits/59_lord_1_andoo_yoshinari_minihead_normal.png
60,lord_1_iio_tsuratatsu,Portraits/60_lord_1_iio_tsuratatsu_bustup_normal.png,Portraits/60_lord_1_iio_tsuratatsu_minihead_normal.png
61,lord_1_iida_kakubee,Portraits/61_lord_1_iida_kakubee_bustup_normal.png,Portraits/61_lord_1_iida_kakubee_minihead_normal.png
62,lord_1_ii_3,Portraits/62_lord_1_ii_3_bustup_normal.png,Portraits/62_lord_1_ii_3_minihead_normal.png
63,lord_1_igasaki_doshun,Portraits/63_lord_1_igasaki_doshun_bustup_normal.png,Portraits/63_lord_1_igasaki_doshun_minihead_normal.png
64,lord_1_igi_tadatsugu,Portraits/64_lord_1_igi_tadatsugu_bustup_normal.png,Portraits/64_lord_1_igi_tadatsugu_minihead_normal.png
65,lord_1_ikeda_nagai,Portraits/65_lord_1_ikeda_nagai_bustup_normal.png,Portraits/65_lord_1_ikeda_nagai_minihead_normal.png
66,lord_1_ikeda,Portraits/66_lord_1_ikeda_bustup_normal.png,Portraits/66_lord_1_ikeda_minihead_normal.png
67,lord_1_ikeda_5,Portraits/67_lord_1_ikeda_5_bustup_normal.png,Portraits/67_lord_1_ikeda_5_minihead_normal.png
68,lord_1_ikeda_4,Portraits/68_lord_1_ikeda_4_bustup_normal.png,Portraits/68_lord_1_ikeda_4_minihead_normal.png
69,lord_1_ike_yorikazu,Portraits/69_lord_1_ike_yorikazu_bustup_normal.png,Portraits/69_lord_1_ike_yorikazu_minihead_normal.png
70,lord_1_ikoma_chikamasa,Portraits/70_lord_1_ikoma_chikamasa_bustup_normal.png,Portraits/70_lord_1_ikoma_chikamasa_minihead_normal.png
71,lord_1_ishikawa_akimitsu,Portraits/71_lord_1_ishikawa_akimitsu_bustup_normal.png,Portraits/71_lord_1_ishikawa_akimitsu_minihead_normal.png
72,lord_1_ishikawa_kazumasa,Portraits/72_lord_1_ishikawa_kazumasa_bustup_normal.png,Portraits/72_lord_1_ishikawa_kazumasa_minihead_normal.png
73,lord_1_ishikawa_goemon,Portraits/73_lord_1_ishikawa_goemon_bustup_normal.png,Portraits/73_lord_1_ishikawa_goemon_minihead_normal.png
74,lord_1_ishikawa_takanobu,Portraits/74_lord_1_ishikawa_takanobu_bustup_normal.png,Portraits/74_lord_1_ishikawa_takanobu_minihead_normal.png
75,lord_1_ishida_mitsunari,Portraits/75_lord_1_ishida_mitsunari_bustup_normal.png,Portraits/75_lord_1_ishida_mitsunari_minihead_normal.png
76,lord_1_ishimoda_kagenori,Portraits/76_lord_1_ishimoda_kagenori_bustup_normal.png,Portraits/76_lord_1_ishimoda_kagenori_minihead_normal.png
77,lord_1_ijuin,Portraits/77_lord_1_ijuin_bustup_normal.png,Portraits/77_lord_1_ijuin_minihead_normal.png
78,lord_1_ijuin_2,Portraits/78_lord_1_ijuin_2_bustup_normal.png,Portraits/78_lord_1_ijuin_2_minihead_normal.png
79,lord_1_isshin_sogen,Portraits/79_lord_1_isshin_sogen_bustup_normal.png,Portraits/79_lord_1_isshin_sogen_minihead_normal.png
80,lord_1_isono,Portraits/80_lord_1_isono_bustup_normal.png,Portraits/80_lord_1_isono_minihead_normal.png
81,lord_1_itakura_katsushige,Portraits/81_lord_1_itakura_katsushige_bustup_normal.png,Portraits/81_lord_1_itakura_katsushige_minihead_normal.png
82,lord_1_itabeoka_ekketsusai,Portraits/82_lord_1_itabeoka_ekketsusai_bustup_normal.png,Portraits/82_lord_1_itabeoka_ekketsusai_minihead_normal.png
83,lord_1_itami_yasunao,Portraits/83_lord_1_itami_yasunao_bustup_normal.png,Portraits/83_lord_1_itami_yasunao_minihead_normal.png
84,lord_1_ichikawa_tsuneyoshi,Portraits/84_lord_1_ichikawa_tsuneyoshi_bustup_normal.png,Portraits/84_lord_1_ichikawa_tsuneyoshi_minihead_normal.png
85,lord_1_ichikuri_bangyu,Portraits/85_lord_1_ichikuri_bangyu_bustup_normal.png,Portraits/85_lord_1_ichikuri_bangyu_minihead_normal.png
86,lord_1_ichijo,Portraits/86_lord_1_ichijo_bustup_normal.png,Portraits/86_lord_1_ichijo_minihead_normal.png
87,lord_1_ichijo_nagatoki,Portraits/87_lord_1_ichijo_nagatoki_bustup_normal.png,Portraits/87_lord_1_ichijo_nagatoki_minihead_normal.png
88,lord_1_iichiji_shigeoki,Portraits/88_lord_1_iichiji_shigeoki_bustup_normal.png,Portraits/88_lord_1_iichiji_shigeoki_minihead_normal.png
89,lord_1_iichiji_shigehide,Portraits/89_lord_1_iichiji_shigehide_bustup_normal.png,Portraits/89_lord_1_iichiji_shigehide_minihead_normal.png
90,lord_1_ichimada_akizane,Portraits/90_lord_1_ichimada_akizane_bustup_normal.png,Portraits/90_lord_1_ichimada_akizane_minihead_normal.png
91,lord_1_issiki_5,Portraits/91_lord_1_issiki_5_bustup_normal.png,Portraits/91_lord_1_issiki_5_minihead_normal.png
92,lord_1_issiki_4,Portraits/92_lord_1_issiki_4_bustup_normal.png,Portraits/92_lord_1_issiki_4_minihead_normal.png
93,lord_1_issiki,Portraits/93_lord_1_issiki_bustup_normal.png,Portraits/93_lord_1_issiki_minihead_normal.png
94,lord_1_deura_morikiyo,Portraits/94_lord_1_deura_morikiyo_bustup_normal.png,Portraits/94_lord_1_deura_morikiyo_minihead_normal.png
95,lord_1_itoo_ittosai,Portraits/95_lord_1_itoo_ittosai_bustup_normal.png,Portraits/95_lord_1_itoo_ittosai_minihead_normal.png
96,lord_1_ito_sadachika,Portraits/96_lord_1_ito_sadachika_bustup_normal.png,Portraits/96_lord_1_ito_sadachika_minihead_normal.png
97,lord_1_itoo_sojuro,Portraits/97_lord_1_itoo_sojuro_bustup_normal.png,Portraits/97_lord_1_itoo_sojuro_minihead_normal.png
98,lord_1_ito_hoan,Portraits/98_lord_1_ito_hoan_bustup_normal.png,Portraits/98_lord_1_ito_hoan_minihead_normal.png
99,lord_1_ina_tadatsugu,Portraits/99_lord_1_ina_tadatsugu_bustup_normal.png,Portraits/99_lord_1_ina_tadatsugu_minihead_normal.png
100,lord_1_inatomi_ichimu,Portraits/100_lord_1_inatomi_ichimu_bustup_normal.png,Portraits/100_lord_1_inatomi_ichimu_minihead_normal.png
101,lord_1_inaba_ittetsu,Portraits/101_lord_1_inaba_ittetsu_bustup_normal.png,Portraits/101_lord_1_inaba_ittetsu_minihead_normal.png
102,lord_1_inaba_sadamichi,Portraits/102_lord_1_inaba_sadamichi_bustup_normal.png,Portraits/102_lord_1_inaba_sadamichi_minihead_normal.png
103,lord_1_inaba_masanari,Portraits/103_lord_1_inaba_masanari_bustup_normal.png,Portraits/103_lord_1_inaba_masanari_minihead_normal.png
104,lord_1_inawashiro,Portraits/104_lord_1_inawashiro_bustup_normal.png,Portraits/104_lord_1_inawashiro_minihead_normal.png
105,lord_1_inoko_hyosuke,Portraits/105_lord_1_inoko_hyosuke_bustup_normal.png,Portraits/105_lord_1_inoko_hyosuke_minihead_normal.png
106,lord_1_inomata_kuninori,Portraits/106_lord_1_inomata_kuninori_bustup_normal.png,Portraits/106_lord_1_inomata_kuninori_minihead_normal.png
107,lord_1_imai_sokyu,Portraits/107_lord_1_imai_sokyu_bustup_normal.png,Portraits/107_lord_1_imai_sokyu_minihead_normal.png
108,lord_1_imai_sokun,Portraits/108_lord_1_imai_sokun_bustup_normal.png,Portraits/108_lord_1_imai_sokun_minihead_normal.png
109,lord_1_imagawa,Portraits/109_lord_1_imagawa_bustup_normal.png,Portraits/109_lord_1_imagawa_minihead_normal.png
110,lord_1_imagawa_katsumoto,Portraits/110_lord_1_imagawa_katsumoto_bustup_normal.png,Portraits/110_lord_1_imagawa_katsumoto_minihead_normal.png
111,lord_1_uno_fujiemon,Portraits/111_lord_1_uno_fujiemon_bustup_normal.png,Portraits/111_lord_1_uno_fujiemon_minihead_normal.png
112,lord_1_irobe,Portraits/112_lord_1_irobe_bustup_normal.png,Portraits/112_lord_1_irobe_minihead_normal.png
113,lord_1_irobe_3,Portraits/113_lord_1_irobe_3_bustup_normal.png,Portraits/113_lord_1_irobe_3_minihead_normal.png
114,lord_1_iwanari_tomomichi,Portraits/114_lord_1_iwanari_tomomichi_bustup_normal.png,Portraits/114_lord_1_iwanari_tomomichi_minihead_normal.png
115,lord_1_indo,Portraits/115_lord_1_indo_bustup_normal.png,Portraits/115_lord_1_indo_minihead_normal.png
116,lord_1_uesugi_5,Portraits/116_lord_1_uesugi_5_bustup_normal.png,Portraits/116_lord_1_uesugi_5_minihead_normal.png
117,lord_1_uesugi_mitsuyasu,Portraits/117_lord_1_uesugi_mitsuyasu_bustup_normal.png,Portraits/117_lord_1_uesugi_mitsuyasu_minihead_normal.png
118,lord_1_uesugi_yoshiaki,Portraits/118_lord_1_uesugi_yoshiaki_bustup_normal.png,Portraits/118_lord_1_uesugi_yoshiaki_minihead_normal.png
119,lord_1_uesugi,Portraits/119_lord_1_uesugi_bustup_normal.png,Portraits/119_lord_1_uesugi_minihead_normal.png
120,lord_1_kamiya_sotan,Portraits/120_lord_1_kamiya_sotan_bustup_normal.png,Portraits/120_lord_1_kamiya_sotan_minihead_normal.png
121,lord_1_sakata_genemon,Portraits/121_lord_1_sakata_genemon_bustup_normal.png,Portraits/121_lord_1_sakata_genemon_minihead_normal.png
122,lord_1_ukai_magoroku,Portraits/122_lord_1_ukai_magoroku_bustup_normal.png,Portraits/122_lord_1_ukai_magoroku_minihead_normal.png
123,lord_1_ukita_6,Portraits/123_lord_1_ukita_6_bustup_normal.png,Portraits/123_lord_1_ukita_6_minihead_normal.png
124,lord_1_ukita,Portraits/124_lord_1_ukita_bustup_normal.png,Portraits/124_lord_1_ukita_minihead_normal.png
125,lord_1_ukita_hideie,Portraits/125_lord_1_ukita_hideie_bustup_normal.png,Portraits/125_lord_1_ukita_hideie_minihead_normal.png
126,lord_1_uku_sumisada,Portraits/126_lord_1_uku_sumisada_bustup_normal.png,Portraits/126_lord_1_uku_sumisada_minihead_normal.png
127,lord_1_uku_sungen,Portraits/127_lord_1_uku_sungen_bustup_normal.png,Portraits/127_lord_1_uku_sungen_minihead_normal.png
128,lord_1_usami_sadamitsu,Portraits/128_lord_1_usami_sadamitsu_bustup_normal.png,Portraits/128_lord_1_usami_sadamitsu_minihead_normal.png
129,lord_1_ujiie_suehisa,Portraits/129_lord_1_ujiie_suehisa_bustup_normal.png,Portraits/129_lord_1_ujiie_suehisa_minihead_normal.png
130,lord_1_ujiie_mitsumoto,Portraits/130_lord_1_ujiie_mitsumoto_bustup_normal.png,Portraits/130_lord_1_ujiie_mitsumoto_minihead_normal.png
131,lord_1_ujiie,Portraits/131_lord_1_ujiie_bustup_normal.png,Portraits/131_lord_1_ujiie_minihead_normal.png
132,lord_1_ujiie_takakazu,Portraits/132_lord_1_ujiie_takakazu_bustup_normal.png,Portraits/132_lord_1_ujiie_takakazu_minihead_normal.png
133,lord_1_ushio_yukikiyo,Portraits/133_lord_1_ushio_yukikiyo_bustup_normal.png,Portraits/133_lord_1_ushio_yukikiyo_minihead_normal.png
134,lord_1_usuki_kagetoshi,Portraits/134_lord_1_usuki_kagetoshi_bustup_normal.png,Portraits/134_lord_1_usuki_kagetoshi_minihead_normal.png
135,lord_1_utsunomiya_2,Portraits/135_lord_1_utsunomiya_2_bustup_normal.png,Portraits/135_lord_1_utsunomiya_2_minihead_normal.png
136,lord_1_utsunomiya,Portraits/136_lord_1_utsunomiya_bustup_normal.png,Portraits/136_lord_1_utsunomiya_minihead_normal.png
137,lord_1_utono_ujinaga,Portraits/137_lord_1_utono_ujinaga_bustup_normal.png,Portraits/137_lord_1_utono_ujinaga_minihead_normal.png
138,lord_1_utono_nagateru,Portraits/138_lord_1_utono_nagateru_bustup_normal.png,Portraits/138_lord_1_utono_nagateru_minihead_normal.png
139,lord_1_uyama_hisakane,Portraits/139_lord_1_uyama_hisakane_bustup_normal.png,Portraits/139_lord_1_uyama_hisakane_minihead_normal.png
140,lord_1_uragami,Portraits/140_lord_1_uragami_bustup_normal.png,Portraits/140_lord_1_uragami_minihead_normal.png
141,lord_1_uwai_2,Portraits/141_lord_1_uwai_2_bustup_normal.png,Portraits/141_lord_1_uwai_2_minihead_normal.png
142,lord_1_unno_rokuro,Portraits/142_lord_1_unno_rokuro_bustup_normal.png,Portraits/142_lord_1_unno_rokuro_minihead_normal.png
143,lord_1_eiha_hisatora,Portraits/143_lord_1_eiha_hisatora_bustup_normal.png,Portraits/143_lord_1_eiha_hisatora_minihead_normal.png
144,lord_1_emura_oyakataka,Portraits/144_lord_1_emura_oyakataka_bustup_normal.png,Portraits/144_lord_1_emura_oyakataka_minihead_normal.png
145,lord_1_eriguchi_nobutsune,Portraits/145_lord_1_eriguchi_nobutsune_bustup_normal.png,Portraits/145_lord_1_eriguchi_nobutsune_minihead_normal.png
146,lord_1_enjoji_nobutane,Portraits/146_lord_1_enjoji_nobutane_bustup_normal.png,Portraits/146_lord_1_enjoji_nobutane_minihead_normal.png
147,lord_1_endo_naokiyo,Portraits/147_lord_1_endo_naokiyo_bustup_normal.png,Portraits/147_lord_1_endo_naokiyo_minihead_normal.png
148,lord_1_endo_motonobu,Portraits/148_lord_1_endo_motonobu_bustup_normal.png,Portraits/148_lord_1_endo_motonobu_minihead_normal.png
149,lord_1_oishi_tomohisa,Portraits/149_lord_1_oishi_tomohisa_bustup_normal.png,Portraits/149_lord_1_oishi_tomohisa_minihead_normal.png
150,lord_1_ouchi_tetsuna,Portraits/150_lord_1_ouchi_tetsuna_bustup_normal.png,Portraits/150_lord_1_ouchi_tetsuna_minihead_normal.png
151,lord_1_ouchi_teruhiro,Portraits/151_lord_1_ouchi_teruhiro_bustup_normal.png,Portraits/151_lord_1_ouchi_teruhiro_minihead_normal.png
152,lord_1_ouchi_yoshinaga,Portraits/152_lord_1_ouchi_yoshinaga_bustup_normal.png,Portraits/152_lord_1_ouchi_yoshinaga_minihead_normal.png
153,lord_1_okubo_6,Portraits/153_lord_1_okubo_6_bustup_normal.png,Portraits/153_lord_1_okubo_6_minihead_normal.png
154,lord_1_okubo_9,Portraits/154_lord_1_okubo_9_bustup_normal.png,Portraits/154_lord_1_okubo_9_minihead_normal.png
155,lord_1_okubo_4,Portraits/155_lord_1_okubo_4_bustup_normal.png,Portraits/155_lord_1_okubo_4_minihead_normal.png
156,lord_1_okubo_2,Portraits/156_lord_1_okubo_2_bustup_normal.png,Portraits/156_lord_1_okubo_2_minihead_normal.png
157,lord_1_okubo_nagayasu,Portraits/157_lord_1_okubo_nagayasu_bustup_normal.png,Portraits/157_lord_1_okubo_nagayasu_minihead_normal.png
158,lord_1_okuma_tomohide,Portraits/158_lord_1_okuma_tomohide_bustup_normal.png,Portraits/158_lord_1_okuma_tomohide_minihead_normal.png
159,lord_1_osaki,Portraits/159_lord_1_osaki_bustup_normal.png,Portraits/159_lord_1_osaki_minihead_normal.png
160,lord_1_osaki_1,Portraits/160_lord_1_osaki_1_bustup_normal.png,Portraits/160_lord_1_osaki_1_minihead_normal.png
161,lord_1_ota_ujiyasu,Portraits/161_lord_1_ota_ujiyasu_bustup_normal.png,Portraits/161_lord_1_ota_ujiyasu_minihead_normal.png
162,lord_1_otaa_gyuichi,Portraits/162_lord_1_otaa_gyuichi_bustup_normal.png,Portraits/162_lord_1_otaa_gyuichi_minihead_normal.png
163,lord_1_otaa_sanrakusai,Portraits/163_lord_1_otaa_sanrakusai_bustup_normal.png,Portraits/163_lord_1_otaa_sanrakusai_minihead_normal.png
164,lord_1_otaa_sanzesai,Portraits/164_lord_1_otaa_sanzesai_bustup_normal.png,Portraits/164_lord_1_otaa_sanzesai_minihead_normal.png
165,lord_1_otsuki_kageshu,Portraits/165_lord_1_otsuki_kageshu_bustup_normal.png,Portraits/165_lord_1_otsuki_kageshu_minihead_normal.png
166,lord_1_ogasawara_shozai,Portraits/166_lord_1_ogasawara_shozai_bustup_normal.png,Portraits/166_lord_1_ogasawara_shozai_minihead_normal.png
167,lord_1_otomo,Portraits/167_lord_1_otomo_bustup_normal.png,Portraits/167_lord_1_otomo_minihead_normal.png
168,lord_1_otomo_3,Portraits/168_lord_1_otomo_3_bustup_normal.png,Portraits/168_lord_1_otomo_3_minihead_normal.png
169,lord_1_otomo_4,Portraits/169_lord_1_otomo_4_bustup_normal.png,Portraits/169_lord_1_otomo_4_minihead_normal.png
170,lord_1_otomo_2,Portraits/170_lord_1_otomo_2_bustup_normal.png,Portraits/170_lord_1_otomo_2_minihead_normal.png
171,lord_1_oka_toshimasa,Portraits/171_lord_1_oka_toshimasa_bustup_normal.png,Portraits/171_lord_1_oka_toshimasa_minihead_normal.png
172,lord_1_omura,Portraits/172_lord_1_omura_bustup_normal.png,Portraits/172_lord_1_omura_minihead_normal.png
173,lord_1_okamoto_zuiensai,Portraits/173_lord_1_okamoto_zuiensai_bustup_normal.png,Portraits/173_lord_1_okamoto_zuiensai_minihead_normal.png
174,lord_1_okamoto_motonobu,Portraits/174_lord_1_okamoto_motonobu_bustup_normal.png,Portraits/174_lord_1_okamoto_motonobu_minihead_normal.png
175,lord_1_okudaira_nobumasa,Portraits/175_lord_1_okudaira_nobumasa_bustup_normal.png,Portraits/175_lord_1_okudaira_nobumasa_minihead_normal.png
176,spc_suruga_shu_leader_1,Portraits/176_spc_suruga_shu_leader_1_bustup_normal.png,Portraits/176_spc_suruga_shu_leader_1_minihead_normal.png
177,lord_1_okabe_6,Portraits/177_lord_1_okabe_6_bustup_normal.png,Portraits/177_lord_1_okabe_6_minihead_normal.png
178,lord_1_okabe,Portraits/178_lord_1_okabe_bustup_normal.png,Portraits/178_lord_1_okabe_minihead_normal.png
179,lord_1_okumura_eifuku,Portraits/179_lord_1_okumura_eifuku_bustup_normal.png,Portraits/179_lord_1_okumura_eifuku_minihead_normal.png
180,lord_1_okumura_tsunanao,Portraits/180_lord_1_okumura_tsunanao_bustup_normal.png,Portraits/180_lord_1_okumura_tsunanao_minihead_normal.png
181,lord_1_okumura_kagemichi,Portraits/181_lord_1_okumura_kagemichi_bustup_normal.png,Portraits/181_lord_1_okumura_kagemichi_minihead_normal.png
182,lord_1_okudaira_kagetaka,Portraits/182_lord_1_okudaira_kagetaka_bustup_normal.png,Portraits/182_lord_1_okudaira_kagetaka_minihead_normal.png
183,lord_1_iii_toramasa,Portraits/183_lord_1_iii_toramasa_bustup_normal.png,Portraits/183_lord_1_iii_toramasa_minihead_normal.png
184,lord_1_kaibara_tsunachika,Portraits/184_lord_1_kaibara_tsunachika_bustup_normal.png,Portraits/184_lord_1_kaibara_tsunachika_minihead_normal.png
185,lord_1_osafune_sadachika,Portraits/185_lord_1_osafune_sadachika_bustup_normal.png,Portraits/185_lord_1_osafune_sadachika_minihead_normal.png
186,lord_1_osafune_mitsunari,Portraits/186_lord_1_osafune_mitsunari_bustup_normal.png,Portraits/186_lord_1_osafune_mitsunari_minihead_normal.png
187,lord_1_kakei_juuzou,Portraits/187_lord_1_kakei_juuzou_bustup_normal.png,Portraits/187_lord_1_kakei_juuzou_minihead_normal.png
188,lord_2_oda,Portraits/188_lord_2_oda_bustup_normal.png,Portraits/188_lord_2_oda_minihead_normal.png
189,lord_1_oda_kiyoeimon,Portraits/189_lord_1_oda_kiyoeimon_bustup_normal.png,Portraits/189_lord_1_oda_kiyoeimon_minihead_normal.png
