Warrior,date,伊达家,伊达,,ou,lord_tk5_465,lord_tk5_465,lord_tk5_464,lord_tk5_464,lord_tk5_464,lord_tk5_466,581|582|583|584|585|586
Warrior,fukushima,福岛家,福岛,,tokai,-,-,-,-,-,lord_tk5_615,735
Warrior,gamou,蒲生家,蒲生,,kinai,-,-,-,-,-,lord_tk5_244,360|361|362|363|364
Warrior,godai,五代家,五代,,saikai,-,-,-,-,-,-,424
Warrior,gyo,长野家,长野,,tokai,lord_tk5_536,lord_tk5_536,-,-,-,-,655|656|657
Warrior,hachisuka,蜂须贺家,蜂须贺,,sanyo,-,-,-,-,-,lord_tk5_584,704|705
Warrior,hatakeyama,畠山家,畠山,田山家|田山高政|田山義續|田山義綱,kinai,lord_tk5_578,lord_tk5_578,-,-,-,-,698|699|700
Warrior,hojo,北条家,北条,,kanto,lord_tk5_630,lord_tk5_630,lord_tk5_630,lord_tk5_629,lord_tk5_629,-,376|377|743|744|745|746|747|748|749|750|751|752
Warrior,honganji,本愿寺,本愿寺,一向宗,kinai,lord_tk5_647,lord_tk5_647,lord_tk5_647,lord_tk5_647,-,-,766|767|768
Warrior,honjo,本庄家,本庄,,hokuriku,-,-,-,-,-,-,
Warrior,horii,堀家,堀,,hokuriku,-,-,-,-,-,lord_tk5_643,761|763|764
Warrior,horio,堀尾家,堀尾,,kinai,-,-,-,-,-,lord_tk5_639,759|760
Warrior,hosokawa,细川家,细川,,kinai,-,-,-,-,-,lord_tk5_636,756|757|758
Warrior,hyakutake,百武家,百武,,saikai,-,-,-,-,-,-,726
Warrior,ichijo,一条家,一条,,nankai,lord_tk5_86,lord_tk5_86,lord_tk5_86,-,-,-,206|207
Warrior,ichimada,一万田家,一万田,,saikai,-,-,-,-,-,-,210
Warrior,ichinomiya,一宫家,一宫,,neutral_culture,-,-,-,-,-,-,
Warrior,ikeda,池田家,池田,,neutral_culture,-,-,-,-,-,lord_tk5_67,186|187|188
Warrior,ikoma,生驹家,生驹,,tokai,-,-,-,-,-,lord_tk5_70,190
Warrior,imagawa,今川家,今川,,tosan,lord_tk5_110,lord_tk5_110,lord_tk5_109,-,-,-,229|230
Warrior,issiki,一色家,一色,,kinai,lord_tk5_93,lord_tk5_93,lord_tk5_93,lord_tk5_93,-,-,211|212|213
Warrior,ito,伊东家,伊东,,saikai,lord_tk5_98,lord_tk5_98,lord_tk5_98,lord_tk5_98,-,lord_tk5_96,216|218
Warrior,jinbo,神保家,神保,,hokuriku,lord_tk5_408,lord_tk5_408,lord_tk5_408,lord_tk5_407,-,-,525|526|527|528
Warrior,kakizaki,蛎崎家,蛎崎,,ou,-,-,-,-,-,lord_tk5_216,335|336
Warrior,kamei,龟井家,龟井,,sanyo,-,-,-,-,-,lord_tk5_239,359
Warrior,kamiizumi,上泉家,上泉,,kanto,-,-,-,-,-,-,416
Warrior,kanamori,金森家,金森,,kinai,-,-,-,-,-,lord_tk5_235,355
Warrior,kasai,葛西家,葛西,,ou,lord_tk5_219,lord_tk5_219,lord_tk5_219,lord_tk5_219,lord_tk5_219,-,339
Warrior,katoo,加藤家,加藤,,tokai,-,-,-,-,-,lord_tk5_230,350|351|352|353
Warrior,kawajiri,河尻家,河尻,,tokai,-,-,-,-,-,-,367
Warrior,kawano,河野家,河野,,nankai,lord_tk5_301,lord_tk5_301,lord_tk5_301,lord_tk5_301,lord_tk5_300,-,420|421
Warrior,kii,城井家,城井,,saikai,-,-,-,-,lord_tk5_252,-,372
Warrior,kikkawa,吉川家,吉川,,sanyo,-,-,-,-,-,lord_tk5_263,382|383|384|385
Warrior,kiku,波多野家,波多野,,kinai,lord_tk5_581,lord_tk5_583,lord_tk5_583,lord_tk5_583,-,-,701|702|703
Warrior,kimotsuki,肝付家,肝付,,saikai,lord_tk5_268,lord_tk5_268,lord_tk5_270,-,-,-,388|389|390
Warrior,kiso,木曾家,木曾,,tosan,lord_tk5_255,-,-,-,-,-,374|375
Warrior,kita,北家,北,,ou,-,-,-,-,-,-,378
Warrior,kitabatake,北畠家,北畠,,tokai,lord_tk5_261,lord_tk5_259,lord_tk5_259,-,-,-,379
Warrior,kobayakawa,小早川家,小早川,,sanyo,-,-,-,-,-,lord_tk5_315,434|435|436
Warrior,konishi,小西家,小西,,kinai,-,-,-,-,-,lord_tk5_312,432|433
Warrior,konohe,九户家,九户,,ou,-,-,-,-,-,-,405
Warrior,kuki,九鬼家,九鬼,,neutral_culture,-,-,-,-,-,lord_tk5_278,397|398|399
Warrior,kuroda,黑田家,黑田,,kinai,-,-,-,-,-,lord_tk5_293,412|413|414
Warrior,kyoogoku,京极家,京极,,kinai,-,-,-,-,-,lord_tk5_271,391|392|393
Warrior,kyouzaka,胁坂家,胁坂,,kinai,-,-,-,-,-,lord_tk5_793,913
Warrior,maeda,前田家,前田,,hokuriku,-,-,-,-,-,lord_tk5_659,777|778|779|780|781
Warrior,matsudaira,松平家,松平,,kanto,-,-,-,-,-,-,797
Warrior,matsuura,松浦家,松浦,,saikai,lord_tk5_684,lord_tk5_684,lord_tk5_684,lord_tk5_684,lord_tk5_684,lord_tk5_683,803|804
Warrior,miki,三木家,三木,,tosan,lord_tk5_907,lord_tk5_907,-,-,-,-,
Warrior,mimura,三村家,三村,,sanyo,lord_tk5_696,lord_tk5_696,lord_tk5_697,-,-,-,816|817
Warrior,mitoya,三刀屋家,三刀屋,,sanyo,-,-,-,-,-,-,815
Warrior,miyabe,宫部家,宫部,,kinai,-,-,-,-,-,lord_tk5_698,818
Warrior,miyoshi,三好家,三好,,nankai,lord_tk5_704,lord_tk5_704,lord_tk5_703,-,-,-,821|822|823|824|825|826|827|828|829
Warrior,mizoguchi,沟口家,沟口,,hokuriku,-,-,-,-,-,lord_tk5_694,814
Warrior,mogami,最上家,最上,,ou,lord_tk5_725,lord_tk5_725,lord_tk5_725,lord_tk5_723,lord_tk5_723,lord_tk5_723,843|844|845
Warrior,mori,毛利家,毛利,,sanyo,lord_tk5_722,lord_tk5_722,lord_tk5_722,lord_tk5_721,lord_tk5_721,lord_tk5_721,838|839|840|841|842
Warrior,morii,森家,森,,tokai,-,-,-,-,-,lord_tk5_731,851|853|854|855|856
Warrior,murakami,村上家,村上,,neutral_culture,-,-,-,-,-,-,833|834|835|836
Warrior,nabeshima,锅岛家,锅岛,,saikai,-,-,-,-,-,lord_tk5_548,667|668
Warrior,nakajima,中岛家,中岛,,nankai,-,-,-,-,-,-,651|652
Warrior,nakamura,中村家,中村,,tokai,-,-,-,-,-,lord_tk5_539,659
Warrior,nanbu,南部家,南部,,ou,lord_tk5_557,lord_tk5_557,lord_tk5_557,lord_tk5_557,lord_tk5_556,lord_tk5_556,675|676|677
Warrior,nikaido,二阶堂家,二阶堂,,ou,-,-,-,-,-,-,
Warrior,niwa,丹羽家,丹羽,,hokuriku,-,-,-,-,-,lord_tk5_564,684|685
Warrior,oda,织田家,织田,,kinai,lord_tk5_195,lord_tk5_195,lord_tk5_195,lord_tk5_195,lord_tk5_195,lord_tk5_196,309|310|311|312|313|314|315|316
Warrior,oda2,小田家,小田,,kanto,lord_tk5_188,lord_tk5_188,lord_tk5_188,-,-,-,308
Warrior,okamoto,小笠原家,小笠原,,hokuriku,-,-,-,-,-,-,293|294
Warrior,okubo,大久保家,大久保,,kanto,-,-,-,-,-,-,273|274|275|276|277
Warrior,onodera,小野寺家,小野寺,,neutral_culture,lord_tk5_204,lord_tk5_204,lord_tk5_204,lord_tk5_204,lord_tk5_205,lord_tk5_205,324|325
Warrior,osaki,大崎家,大崎,,ou,lord_tk5_160,lord_tk5_160,lord_tk5_160,lord_tk5_160,lord_tk5_159,-,279|280
Warrior,otaa,太田家,太田,,kanto,lord_tk5_164,lord_tk5_164,-,-,-,-,282|283|284
Warrior,otomo,大友家,大友,,saikai,lord_tk5_167,lord_tk5_167,lord_tk5_167,lord_tk5_167,lord_tk5_167,-,287|288|289|290
Warrior,otsuki,大谷家,大谷,,kinai,-,-,-,-,-,lord_tk5_165,285
Warrior,ouchi,大内家,大内,,ou,lord_tk5_152,-,-,-,-,-,270|271|272
Warrior,rokkaku,六角家,六角,,kinai,lord_tk5_790,lord_tk5_790,-,-,-,-,910|911
Warrior,ryuzoji,龙造寺家,龙造寺,,saikai,lord_tk5_785,lord_tk5_785,lord_tk5_785,lord_tk5_785,lord_tk5_785,-,904|905|906|907|908
Warrior,sagara,相良家,相良,,saikai,lord_tk5_823,lord_tk5_337,lord_tk5_337,lord_tk5_337,lord_tk5_338,lord_tk5_338,457|458
Warrior,saionji,西园寺家,西园寺,,nankai,-,-,-,-,-,-,440
Warrior,saitoo,斋藤家,斋藤,,tokai,lord_tk5_324,lord_tk5_327,-,-,-,-,442|443|444|445|446|447
Warrior,sanada,真田家,真田,,tosan,-,-,-,-,-,lord_tk5_359,476|477|478|479|480|481
Warrior,sassa,佐佐家,佐佐,,hokuriku,-,-,-,-,-,-,471
Warrior,satake,佐竹家,佐竹,,kanto,lord_tk5_346,lord_tk5_346,lord_tk5_347,lord_tk5_347,lord_tk5_347,lord_tk5_348,466|467|468|469
Warrior,satomi,里见家,里见,,kanto,lord_tk5_352,lord_tk5_352,lord_tk5_352,lord_tk5_353,lord_tk5_355,lord_tk5_354,472|473|474|475
Warrior,sen,千家,千,,neutral_culture,-,-,-,-,-,-,546
Warrior,shiba,斯波家,斯波,,ou,lord_tk5_378,lord_tk5_378,lord_tk5_378,lord_tk5_378,lord_tk5_377,-,497|498
Warrior,shibata,新发田家,新发田,,hokuriku,-,-,-,-,-,-,501|502
Warrior,shichijoo,七条家,七条,,kinai,-,-,-,-,-,-,494
Warrior,shiina,椎名家,椎名,,hokuriku,-,-,lord_tk5_367,lord_tk5_367,-,-,487
Warrior,shimazu,岛津家,岛津,,saikai,lord_tk5_389,lord_tk5_389,lord_tk5_389,lord_tk5_394,lord_tk5_394,lord_tk5_395,507|508|509|510|511|512|513|514|515
Warrior,shimotsuma,下间家,下间,,kinai,-,-,-,-,-,-,519|520|521
Warrior,shiraishi,白石家,白石,,ou,-,-,-,-,-,-,523
Warrior,shouni,少贰家,少贰,,saikai,lord_tk5_809,-,-,-,-,-,
Warrior,sogo,十河家,十河,,nankai,-,-,-,lord_tk5_432,lord_tk5_432,-,551|552
Warrior,soma,相马家,相马,,ou,lord_tk5_427,lord_tk5_427,lord_tk5_427,lord_tk5_427,lord_tk5_427,lord_tk5_428,547|548
Warrior,soo,宗家,宗,,saikai,lord_tk5_429,lord_tk5_429,lord_tk5_429,lord_tk5_429,lord_tk5_429,lord_tk5_430,549|550
Warrior,suzukii,铃木家,铃木,,kinai,-,-,-,-,lord_tk5_413,-,534|536
Warrior,tachibana,立花家,立花,,saikai,-,-,-,-,-,lord_tk5_458,576|577|578
Warrior,takeda,武田家,武田,,tosan,lord_tk5_449,lord_tk5_449,lord_tk5_449,lord_tk5_447,lord_tk5_447,-,567|568|569|570|571|572|573
Warrior,tanaka,田中家,田中,,neutral_culture,-,-,-,-,-,lord_tk5_468,587|588
Warrior,todo,藤堂家,藤堂,,kinai,-,-,-,-,-,lord_tk5_499,619
Warrior,togo,东乡家,东乡,,saikai,-,-,-,-,-,-,618
Warrior,tokugawa,德川家,德川,,tokai,-,-,lord_tk5_506,lord_tk5_506,lord_tk5_506,lord_tk5_506,626|627|628
Warrior,toyotomi,丰臣家,丰臣,羽柴家,tokai,-,-,-,-,-,lord_tk5_518,635|636|637|638
Warrior,tsugaru,津轻家,津轻,,ou,-,-,-,-,-,lord_tk5_488,608
Warrior,tsutsui,筒井家,筒井,,kinai,lord_tk5_493,lord_tk5_493,lord_tk5_493,lord_tk5_493,-,lord_tk5_492,612|613
Warrior,uesugi,上杉家,上杉,长尾家|长尾,hokuriku,lord_tk5_119,lord_tk5_119,lord_tk5_119,lord_tk5_119,lord_tk5_116,lord_tk5_116,236|237|238|239
Warrior,ukita,宇喜多家,宇喜多,,sanyo,-,-,-,-,lord_tk5_125,lord_tk5_125,243|244|245
Warrior,uragami,浦上家,浦上,,sanyo,lord_tk5_140,lord_tk5_140,lord_tk5_140,lord_tk5_140,-,-,260
Warrior,utsunomiya,宇都宫家,宇都宫,,kanto,lord_tk5_136,lord_tk5_136,lord_tk5_136,lord_tk5_136,lord_tk5_135,-,255|256
Warrior,yaita,八板家,八板,,neutral_culture,-,-,-,-,-,-,859
Warrior,yamana,山名家,山名,,sanyo,lord_tk5_758,lord_tk5_758,lord_tk5_758,lord_tk5_758,-,-,878|879
Warrior,yamanaka,山中家,山中,,sanyo,-,-,-,-,-,-,876|877
Warrior,yamauchi,山内家,山内,,tokai,-,-,-,-,-,lord_tk5_760,880
Warrior,yuki,结城家,结城,,kanto,lord_tk5_765,lord_tk5_763,lord_tk5_763,lord_tk5_763,lord_tk5_763,lord_tk5_764,883|884|885
Trader,org_merchant_abumiya,镫屋,镫屋,,neutral_culture,-,lord_tk5_65,lord_tk5_65,lord_tk5_65,lord_tk5_65,lord_tk5_65,920
Trader,org_merchant_chaya,茶屋,茶屋,茶屋家,neutral_culture,lord_tk5_480,lord_tk5_480,lord_tk5_480,lord_tk5_480,lord_tk5_480,lord_tk5_479,929
Trader,org_merchant_denya,淀屋,淀屋,澱|淀,neutral_culture,-,-,-,-,lord_tk5_781,lord_tk5_781,943
Trader,org_merchant_echigoya,越后屋,越后屋,,neutral_culture,lord_tk5_289,lord_tk5_289,lord_tk5_289,lord_tk5_289,-,-,925
Trader,org_merchant_hakataya,博多屋,博多屋,,neutral_culture,lord_tk5_385,lord_tk5_385,lord_tk5_385,lord_tk5_385,lord_tk5_385,lord_tk5_385,928
Trader,org_merchant_harimaya,播磨屋,播磨屋,,neutral_culture,-,-,-,-,lord_tk5_598,lord_tk5_598,939
Trader,org_merchant_heiyaya,平野屋,平野屋,,neutral_culture,-,-,-,-,lord_tk5_288,lord_tk5_288,942
Trader,org_merchant_itouya,伊藤屋,伊藤屋,,neutral_culture,lord_tk5_97,lord_tk5_97,lord_tk5_97,lord_tk5_97,lord_tk5_97,-,921
Trader,org_merchant_kadokuraya,角仓屋,角仓屋,,neutral_culture,-,-,-,lord_tk5_420,lord_tk5_420,lord_tk5_420,944
Trader,org_merchant_kamiya,神屋,神屋,,neutral_culture,lord_tk5_845,lord_tk5_845,lord_tk5_120,lord_tk5_120,lord_tk5_120,lord_tk5_120,932
Trader,org_merchant_kawafuneya,川舟屋,川舟屋,,neutral_culture,-,lord_tk5_540,lord_tk5_540,lord_tk5_540,lord_tk5_540,lord_tk5_540,931
Trader,org_merchant_konishiya,小西屋,小西屋,,neutral_culture,lord_tk5_313,lord_tk5_313,lord_tk5_313,lord_tk5_313,-,-,926
Trader,org_merchant_kounoikeya,鸿池屋,鸿池屋,,neutral_culture,-,-,-,-,-,lord_tk5_604,937
Trader,org_merchant_kumiya,组屋,组屋,,neutral_culture,lord_tk5_287,lord_tk5_287,lord_tk5_287,lord_tk5_287,lord_tk5_287,lord_tk5_287,923
Trader,org_merchant_naya,纳屋,纳屋,,neutral_culture,lord_tk5_107,lord_tk5_107,lord_tk5_107,lord_tk5_107,lord_tk5_107,lord_tk5_108,922
Trader,org_merchant_oonishiya,大西屋,大西屋,,neutral_culture,lord_tk5_384,lord_tk5_384,lord_tk5_384,lord_tk5_384,lord_tk5_384,lord_tk5_384,927
Trader,org_merchant_sakataya,坂田屋,坂田屋,坂田,neutral_culture,lord_tk5_121,lord_tk5_121,lord_tk5_121,lord_tk5_121,-,-,935
Trader,org_merchant_shimonosekiya,下关屋,下关屋,下關|下关,neutral_culture,lord_tk5_588,lord_tk5_588,lord_tk5_588,lord_tk5_226,lord_tk5_226,lord_tk5_226,924
Trader,org_merchant_sueyoshiya,末吉屋,末吉屋,,neutral_culture,-,-,-,-,-,-,938
Trader,org_merchant_sumiya,角屋,角屋,,neutral_culture,lord_tk5_682,lord_tk5_682,lord_tk5_682,lord_tk5_682,lord_tk5_682,lord_tk5_682,940
Trader,org_merchant_tennoujiya,天王寺屋,天王寺屋,,neutral_culture,lord_tk5_849,lord_tk5_849,lord_tk5_418,lord_tk5_418,lord_tk5_418,-,936
Trader,org_merchant_tomonoya,友野屋,友野屋,,neutral_culture,lord_tk5_576,lord_tk5_576,lord_tk5_576,-,-,-,933
Trader,org_merchant_toraya,虎屋,虎屋,,neutral_culture,lord_tk5_111,lord_tk5_111,lord_tk5_111,lord_tk5_111,lord_tk5_111,-,930
Trader,org_merchant_yamagataya,山形屋,山形屋,,neutral_culture,-,-,-,lord_tk5_559,lord_tk5_559,lord_tk5_559,941
Trader,org_merchant_yanadaya,梁田屋,梁田屋,簗田|梁田,neutral_culture,lord_tk5_782,lord_tk5_782,lord_tk5_782,lord_tk5_782,lord_tk5_782,lord_tk5_782,934
Ninja,org_ninja_fuuma,风魔众,风魔众,風魔|风魔,neutral_culture,lord_tk5_613,lord_tk5_613,lord_tk5_613,lord_tk5_613,lord_tk5_613,-,952
Ninja,org_ninja_gaibun,外闻众,外闻众,外聞|外闻,neutral_culture,lord_tk5_423,lord_tk5_423,lord_tk5_423,lord_tk5_423,lord_tk5_423,lord_tk5_350,959
Ninja,org_ninja_hachiya,钵屋众,钵屋众,鉢屋|钵屋,neutral_culture,lord_tk5_ninja_yasaburoo,lord_tk5_ninja_yasaburoo,lord_tk5_ninja_yasaburoo,lord_tk5_ninja_yasaburoo,-,-,958
Ninja,org_ninja_haguro,羽黑众,羽黑众,羽黒|羽黑,neutral_culture,lord_tk5_ninja_sanjiroo,lord_tk5_ninja_sanjiroo,lord_tk5_ninja_sanjiroo,lord_tk5_ninja_sanjiroo,lord_tk5_ninja_shunkai,lord_tk5_ninja_shunkai,961
Ninja,org_ninja_iga,伊贺众,伊贺众,伊賀|伊贺,neutral_culture,lord_tk5_729,lord_tk5_729,lord_tk5_729,lord_tk5_729,lord_tk5_729,lord_tk5_63,956
Ninja,org_ninja_kouka,甲贺众,甲贺众,甲賀|甲贺,neutral_culture,lord_tk5_473,lord_tk5_473,lord_tk5_473,lord_tk5_473,lord_tk5_473,lord_tk5_ninja_hakuunsai,955
Ninja,org_ninja_kurohabaki,黑胫巾众,黑胫巾众,黒脛巾|黑胫巾,neutral_culture,lord_tk5_749,lord_tk5_749,lord_tk5_749,lord_tk5_749,lord_tk5_749,lord_tk5_749,950
Ninja,org_ninja_negoro,根来众,根来众,根来,neutral_culture,lord_tk5_851,lord_tk5_851,lord_tk5_412,lord_tk5_412,lord_tk5_412,lord_tk5_412,957
Ninja,org_ninja_nokizaru,轩猿众,轩猿众,軒猿|轩猿,neutral_culture,lord_tk5_ninja_dookan,lord_tk5_ninja_dookan,lord_tk5_ninja_dookan,lord_tk5_ninja_tamon,lord_tk5_ninja_tamon,lord_tk5_ninja_tamon,953
Ninja,org_ninja_suppa,透波众,透波众,透波,neutral_culture,lord_tk5_ninja_rokurooji,lord_tk5_ninja_rokurooji,lord_tk5_ninja_rokurooji,lord_tk5_ninja_rokurooji,lord_tk5_ninja_rokurooji,-,954
Ninja,org_ninja_togakushi,户隐众,户隐众,戸隠|户隐,neutral_culture,lord_tk5_94,lord_tk5_94,lord_tk5_94,lord_tk5_94,lord_tk5_94,lord_tk5_94,951
Ninja,org_ninja_yamasen,山潜众,山潜众,山潜,neutral_culture,lord_tk5_ninja_gendayuu,lord_tk5_ninja_gendayuu,lord_tk5_ninja_gendayuu,lord_tk5_ninja_dankuroo,lord_tk5_ninja_dankuroo,lord_tk5_ninja_dankuroo,960
Pirate,org_pirate_antousuigun,安东水军,安东水军,,neutral_culture,lord_tk5_pirate_senzaemon,lord_tk5_pirate_senzaemon,lord_tk5_pirate_senzaemon,lord_tk5_pirate_senzaemon,lord_tk5_pirate_senzaemon,lord_tk5_pirate_soohachiroo,965
Pirate,org_pirate_awajisuigun,淡路水军,淡路水军,,neutral_culture,lord_tk5_38,lord_tk5_38,lord_tk5_37,lord_tk5_37,-,lord_tk5_251,971
Pirate,org_pirate_bounotsusuigun,坊津水军,坊津水军,,neutral_culture,lord_tk5_pirate_hansaburoo,lord_tk5_pirate_hansaburoo,lord_tk5_pirate_hansaburoo,lord_tk5_pirate_hansaburoo,lord_tk5_pirate_hansaburoo,lord_tk5_pirate_gunbee,977
Pirate,org_pirate_bousousuigun,房总水军,房总水军,房総水軍|房総|房总,neutral_culture,lord_tk5_179,lord_tk5_179,lord_tk5_179,lord_tk5_179,lord_tk5_179,lord_tk5_3,966
Pirate,org_pirate_bungosuigun,丰后水军,丰后水军,豊後水軍|豊後|丰后,neutral_culture,lord_tk5_792,lord_tk5_792,lord_tk5_792,lord_tk5_792,lord_tk5_792,-,975
Pirate,org_pirate_gotousuigun,五岛水军,五岛水军,,neutral_culture,lord_tk5_126,lord_tk5_126,lord_tk5_126,lord_tk5_126,lord_tk5_127,lord_tk5_857,976
Pirate,org_pirate_kougun,江户水军,江户水军,江戸水軍|江戸|江户,neutral_culture,-,-,-,-,-,lord_tk5_710,978
Pirate,org_pirate_kumanosuigun,熊野水军,熊野水军,,neutral_culture,lord_tk5_806,lord_tk5_279,lord_tk5_279,lord_tk5_279,lord_tk5_279,lord_tk5_279,969
Pirate,org_pirate_murakamisuigun,村上水军,村上水军,,neutral_culture,lord_tk5_714,lord_tk5_714,lord_tk5_714,lord_tk5_714,lord_tk5_714,lord_tk5_715,973
Pirate,org_pirate_sagamisuigun,相模水军,相模水军,,neutral_culture,lord_tk5_221,lord_tk5_221,lord_tk5_221,lord_tk5_221,lord_tk5_221,-,967
Pirate,org_pirate_shiwakusuigun,盐饱水军,盐饱水军,鹽飽|盐饱,neutral_culture,lord_tk5_699,lord_tk5_699,lord_tk5_699,lord_tk5_699,lord_tk5_699,lord_tk5_699,972
Pirate,org_pirate_surugasuigun,骏河水军,骏河水军,,neutral_culture,lord_tk5_176,lord_tk5_176,lord_tk5_176,lord_tk5_176,lord_tk5_83,-,968
Pirate,org_pirate_tangosuigun,丹后水军,丹后水军,,neutral_culture,lord_tk5_543,lord_tk5_543,lord_tk5_543,lord_tk5_543,lord_tk5_pirate_magobee,lord_tk5_pirate_ushigoroo,970
Pirate,org_pirate_tosasuigun,土佐水军,土佐水军,,neutral_culture,lord_tk5_69,lord_tk5_69,lord_tk5_69,lord_tk5_69,lord_tk5_69,lord_tk5_pirate_jingobee,974
Neutral,noKingdom,无,无,,neutral_culture,-,-,-,-,-,-,
