ID,名称,别名,文化,当主_1554,所属势力_1554,当主_1560,所属势力_1560,当主_1568,所属势力_1568,当主_1575,所属势力_1575,当主_1582,所属势力_1582,当主_1598,所属势力_1598
clan_chaya_1,茶屋,,trader,lord_tk5_480,org_merchant_chaya,lord_tk5_480,org_merchant_chaya,lord_tk5_480,org_merchant_chaya,lord_tk5_480,org_merchant_chaya,lord_tk5_480,org_merchant_chaya,lord_tk5_479,org_merchant_chaya
clan_chiba_1,千叶,,kanto,lord_tk5_478,hojo,lord_tk5_478,hojo,lord_tk5_478,hojo,lord_tk5_478,hojo,-,-,-,-
clan_cho_1,长,,hokuriku,lord_tk5_485,hatakeyama,-,-,lord_tk5_485,cho,lord_tk5_485,cho,-,-,-,-
clan_chosokabe_1,长宗我部,,nankai,lord_tk5_481,chosokabe,-,-,-,-,-,-,-,-,-,-
clan_chosokabe_2,长宗我部,,nankai,lord_tk5_483,chosokabe,lord_tk5_483,chosokabe,lord_tk5_483,chosokabe,lord_tk5_483,chosokabe,lord_tk5_483,chosokabe,lord_tk5_484,chosokabe
clan_chujou_1,中条,,hokuriku,-,-,-,-,-,-,-,-,lord_tk5_533,uesugi,-,-
clan_daihoji_1,大宝寺,,ou,lord_tk5_813,daihoji,lord_tk5_813,daihoji,lord_tk5_435,daihoji,lord_tk5_435,daihoji,lord_tk5_435,daihoji,-,-
clan_date_1,伊达,,ou,lord_tk5_465,date,lord_tk5_465,date,-,-,-,-,-,-,-,-
clan_date_2,伊达,,ou,lord_tk5_464,date,lord_tk5_464,date,lord_tk5_464,date,lord_tk5_464,date,lord_tk5_464,date,lord_tk5_466,date
clan_date_3,伊达,,ou,lord_tk5_461,date,lord_tk5_461,date,lord_tk5_461,date,lord_tk5_461,date,lord_tk5_461,date,-,-
clan_deura_1,出浦,,ninja,lord_tk5_94,org_ninja_togakushi,lord_tk5_94,org_ninja_togakushi,lord_tk5_94,org_ninja_togakushi,lord_tk5_94,org_ninja_togakushi,lord_tk5_94,org_ninja_togakushi,lord_tk5_94,org_ninja_togakushi
clan_fukudome_1,福留,,nankai,lord_tk5_616,chosokabe,lord_tk5_616,chosokabe,lord_tk5_616,chosokabe,lord_tk5_616,chosokabe,-,-,-,-
clan_fukushima_1,福岛,,saikai,-,-,-,-,-,-,-,-,-,-,lord_tk5_615,fukushima
clan_fuuma_1,风魔,,ninja,lord_tk5_613,org_ninja_fuuma,lord_tk5_613,org_ninja_fuuma,lord_tk5_613,org_ninja_fuuma,lord_tk5_613,org_ninja_fuuma,lord_tk5_613,org_ninja_fuuma,-,-
clan_gamou_1,蒲生,,kinai,lord_tk5_240,rokkaku,lord_tk5_240,rokkaku,lord_tk5_240,oda,lord_tk5_240,oda,lord_tk5_240,oda,lord_tk5_244,gamou
clan_gamou_2,蒲生,,kinai,lord_tk5_242,rokkaku,lord_tk5_242,rokkaku,lord_tk5_242,oda,lord_tk5_242,oda,-,-,-,-
clan_gamou_3,蒲生,,kinai,lord_tk5_241,rokkaku,-,-,-,-,-,-,lord_tk5_241,oda,-,-
clan_ganshoji_1,愿证寺,,tokai,-,-,-,-,lord_tk5_249,honganji,-,-,-,-,-,-
clan_ganshojii_1,梶原,,pirate,lord_tk5_221,org_pirate_sagamisuigun,lord_tk5_221,org_pirate_sagamisuigun,lord_tk5_221,org_pirate_sagamisuigun,lord_tk5_221,org_pirate_sagamisuigun,lord_tk5_221,org_pirate_sagamisuigun,-,-
clan_gyo_1,长野,,kinai,lord_tk5_536,gyo,lord_tk5_536,gyo,-,-,-,-,-,-,-,-
clan_hachisuka_1,蜂须贺,,sanyo,-,-,-,-,lord_tk5_585,oda,-,-,-,-,lord_tk5_584,hachisuka
clan_hachiya_1,钵屋,,ninja,lord_tk5_ninja_yasaburoo,org_ninja_hachiya,lord_tk5_ninja_yasaburoo,org_ninja_hachiya,lord_tk5_ninja_yasaburoo,org_ninja_hachiya,lord_tk5_ninja_yasaburoo,org_ninja_hachiya,-,-,-,-
clan_haguro_1,羽黑,,ninja,lord_tk5_ninja_sanjiroo,org_ninja_haguro,lord_tk5_ninja_sanjiroo,org_ninja_haguro,lord_tk5_ninja_sanjiroo,org_ninja_haguro,lord_tk5_ninja_sanjiroo,org_ninja_haguro,-,-,-,-
clan_haguro_2,羽黑,,ninja,-,-,-,-,-,-,-,-,lord_tk5_ninja_shunkai,org_ninja_haguro,lord_tk5_ninja_shunkai,org_ninja_haguro
clan_hanafusa_1,花房,,sanyo,lord_tk5_590,uragami,lord_tk5_590,uragami,lord_tk5_590,uragami,-,-,-,-,-,-
clan_harimaya_1,播磨屋,,trader,-,-,-,-,-,-,-,-,lord_tk5_598,org_merchant_harimaya,lord_tk5_598,org_merchant_harimaya
clan_hatakeyama_1,畠山,,kinai,lord_tk5_578,hatakeyama,lord_tk5_578,hatakeyama,lord_tk5_578,oda,-,-,-,-,-,-
clan_hoitada_1,穗井田,,sanyo,lord_tk5_622,mori,-,-,-,-,-,-,-,-,-,-
clan_hojo_1,北条,,kanto,lord_tk5_630,hojo,lord_tk5_630,hojo,lord_tk5_630,hojo,-,-,-,-,-,-
clan_hojo_2,北条,,kanto,lord_tk5_629,hojo,lord_tk5_629,hojo,lord_tk5_629,hojo,lord_tk5_629,hojo,lord_tk5_629,hojo,-,-
clan_hojo_3,北条,,kanto,lord_tk5_257,uesugi,lord_tk5_257,uesugi,lord_tk5_257,uesugi,lord_tk5_257,uesugi,-,-,-,-
clan_hojo_4,北条,,kanto,lord_tk5_624,hojo,-,-,lord_tk5_624,hojo,lord_tk5_624,hojo,lord_tk5_624,hojo,-,-
clan_hojo_5,北条,,kanto,lord_tk5_625,hojo,lord_tk5_625,hojo,lord_tk5_625,hojo,-,-,-,-,-,-
clan_hojo_6,北条,,kanto,lord_tk5_632,hojo,lord_tk5_632,hojo,lord_tk5_632,hojo,lord_tk5_632,hojo,lord_tk5_632,hojo,-,-
clan_honda_1,本多,,tokai,lord_tk5_652,imagawa,lord_tk5_652,imagawa,lord_tk5_652,tokugawa,lord_tk5_652,tokugawa,lord_tk5_652,tokugawa,lord_tk5_652,tokugawa
clan_honda_2,本多,,tokai,lord_tk5_656,imagawa,lord_tk5_656,imagawa,lord_tk5_656,tokugawa,lord_tk5_656,tokugawa,lord_tk5_656,tokugawa,-,-
clan_honganji_1,本愿寺,,kinai,lord_tk5_647,honganji,lord_tk5_647,honganji,lord_tk5_647,honganji,lord_tk5_647,honganji,-,-,-,-
clan_hori_1,堀立,,trader,lord_tk5_588,org_merchant_shimonosekiya,lord_tk5_588,org_merchant_shimonosekiya,lord_tk5_588,org_merchant_shimonosekiya,-,-,-,-,-,-
clan_horii_1,堀,,hokuriku,lord_tk5_644,saitoo,lord_tk5_644,oda,lord_tk5_644,oda,lord_tk5_644,oda,lord_tk5_644,oda,lord_tk5_643,horii
clan_horio_1,堀尾,,kinai,-,-,-,-,lord_tk5_640,oda,lord_tk5_640,oda,lord_tk5_640,oda,lord_tk5_639,horio
clan_hosokawa_1,细川,,kinai,lord_tk5_638,ashikaga,lord_tk5_638,ashikaga,lord_tk5_638,ashikaga,lord_tk5_638,oda,lord_tk5_638,oda,lord_tk5_636,hosokawa
clan_ichijo_1,一条,,nankai,lord_tk5_86,ichijo,lord_tk5_86,ichijo,lord_tk5_86,ichijo,-,-,-,-,-,-
clan_igasaki_1,伊贺,,ninja,-,-,-,-,-,-,-,-,-,-,lord_tk5_63,org_ninja_iga
clan_ii_1,井伊,,tokai,-,-,-,-,-,-,lord_tk5_62,tokugawa,-,-,lord_tk5_62,tokugawa
clan_iii_1,奥平,,kanto,lord_tk5_183,imagawa,-,-,lord_tk5_183,tokugawa,lord_tk5_183,tokugawa,lord_tk5_183,tokugawa,-,-
clan_iio_1,饭尾,,tosan,lord_tk5_60,imagawa,lord_tk5_60,imagawa,-,-,-,-,-,-,-,-
clan_ijuin_1,伊集院,,saikai,lord_tk5_77,shimazu,lord_tk5_77,shimazu,-,-,-,-,-,-,-,-
clan_ike_1,池,,pirate,lord_tk5_69,org_pirate_tosasuigun,lord_tk5_69,org_pirate_tosasuigun,lord_tk5_69,org_pirate_tosasuigun,lord_tk5_69,org_pirate_tosasuigun,lord_tk5_69,org_pirate_tosasuigun,-,-
clan_ikeda_1,池田,,tosan,lord_tk5_66,oda,lord_tk5_66,oda,lord_tk5_66,oda,lord_tk5_66,oda,lord_tk5_66,oda,lord_tk5_67,ikeda
clan_ikeda_2,池田,,trader,-,-,lord_tk5_65,org_merchant_abumiya,lord_tk5_65,org_merchant_abumiya,lord_tk5_65,org_merchant_abumiya,lord_tk5_65,org_merchant_abumiya,lord_tk5_65,org_merchant_abumiya
clan_ikoma_1,生驹,,kinai,-,-,-,-,-,-,-,-,-,-,lord_tk5_70,ikoma
clan_imagawa_1,今川,,tokai,lord_tk5_110,imagawa,lord_tk5_110,imagawa,lord_tk5_109,imagawa,-,-,-,-,-,-
clan_imai_1,今井,,trader,lord_tk5_107,org_merchant_naya,lord_tk5_107,org_merchant_naya,lord_tk5_107,org_merchant_naya,lord_tk5_107,org_merchant_naya,lord_tk5_107,org_merchant_naya,lord_tk5_108,org_merchant_naya
clan_inaba_1,稻叶,,tokai,lord_tk5_101,saitoo,lord_tk5_101,saitoo,lord_tk5_101,oda,lord_tk5_101,oda,lord_tk5_101,oda,-,-
clan_irobe_1,色部,,hokuriku,lord_tk5_112,uesugi,lord_tk5_112,uesugi,lord_tk5_112,uesugi,-,-,-,-,-,-
clan_ishida_1,石田,,kinai,-,-,-,-,-,-,-,-,-,-,lord_tk5_75,toyotomi
clan_issiki_1,一色,,kinai,lord_tk5_93,issiki,lord_tk5_93,issiki,lord_tk5_93,issiki,lord_tk5_93,issiki,-,-,-,-
clan_itami_1,伊丹,,pirate,-,-,-,-,-,-,-,-,lord_tk5_83,org_pirate_surugasuigun,-,-
clan_ito_1,伊东,,saikai,lord_tk5_98,ito,lord_tk5_98,ito,lord_tk5_98,ito,lord_tk5_98,ito,-,-,lord_tk5_96,ito
clan_itoo_1,伊藤,,trader,lord_tk5_97,org_merchant_itouya,lord_tk5_97,org_merchant_itouya,lord_tk5_97,org_merchant_itouya,lord_tk5_97,org_merchant_itouya,lord_tk5_97,org_merchant_itouya,-,-
clan_jinbo_1,神保,,hokuriku,lord_tk5_408,jinbo,lord_tk5_408,jinbo,lord_tk5_408,jinbo,lord_tk5_407,jinbo,-,-,-,-
clan_kakizaki_1,蛎崎,,ou,lord_tk5_215,ando,lord_tk5_215,ando,lord_tk5_215,ando,lord_tk5_215,ando,lord_tk5_215,ando,lord_tk5_216,kakizaki
clan_kamei_1,龟井,,sanyo,-,-,-,-,-,-,-,-,-,-,lord_tk5_239,kamei
clan_kamiizumi_1,上泉,,kanto,lord_tk5_296,gyo,lord_tk5_296,gyo,-,-,-,-,-,-,-,-
clan_kamiya_1,神屋,,trader,lord_tk5_845,org_merchant_kamiya,lord_tk5_845,org_merchant_kamiya,lord_tk5_120,org_merchant_kamiya,lord_tk5_120,org_merchant_kamiya,lord_tk5_120,org_merchant_kamiya,lord_tk5_120,org_merchant_kamiya
clan_kanamori_1,金森,,kinai,-,-,-,-,-,-,-,-,-,-,lord_tk5_235,kanamori
clan_kasai_1,葛西,,ou,lord_tk5_219,kasai,lord_tk5_219,kasai,lord_tk5_219,kasai,lord_tk5_219,kasai,lord_tk5_219,kasai,-,-
clan_kashin_1,小滨,,neutral_culture,lord_tk5_207,org_pirate_surugasuigun,lord_tk5_207,org_pirate_surugasuigun,lord_tk5_207,org_pirate_surugasuigun,lord_tk5_207,org_pirate_surugasuigun,lord_tk5_207,org_pirate_surugasuigun,lord_tk5_207,org_pirate_kougun
clan_katakura_1,片仓,,ou,lord_tk5_225,date,lord_tk5_225,date,lord_tk5_225,date,lord_tk5_225,date,lord_tk5_225,date,lord_tk5_225,date
clan_katoo_1,加藤,,ou,-,-,-,-,-,-,-,-,-,-,lord_tk5_230,katoo
clan_katoo_2,加藤,,neutral_culture,-,-,-,-,-,-,-,-,-,-,lord_tk5_233,katoo
clan_kawano_1,河野,,sanyo,lord_tk5_301,kawano,lord_tk5_301,kawano,lord_tk5_301,kawano,lord_tk5_301,kawano,-,-,-,-
clan_kawano_2,河野,,sanyo,-,-,-,-,-,-,-,-,lord_tk5_300,kawano,-,-
clan_kii_1,城井,,saikai,lord_tk5_252,otomo,lord_tk5_252,otomo,lord_tk5_252,otomo,lord_tk5_252,otomo,lord_tk5_252,kii,-,-
clan_kikkawa_1,吉川,,sanyo,lord_tk5_265,mori,lord_tk5_265,mori,lord_tk5_265,mori,lord_tk5_265,mori,lord_tk5_265,mori,lord_tk5_263,kikkawa
clan_kiku_1,波多野,,kinai,lord_tk5_581,kiku,lord_tk5_583,kiku,lord_tk5_583,kiku,lord_tk5_583,kiku,-,-,-,-
clan_kimotsuki_1,肝付,,saikai,lord_tk5_268,kimotsuki,lord_tk5_268,kimotsuki,lord_tk5_270,kimotsuki,-,-,-,-,-,-
clan_kinoshita_1,丰臣,木下|羽柴,kinai,-,-,lord_tk5_517,oda,lord_tk5_517,oda,lord_tk5_517,oda,lord_tk5_517,oda,lord_tk5_518,toyotomi
clan_kira_1,吉良,,nankai,lord_tk5_274,chosokabe,lord_tk5_274,chosokabe,lord_tk5_274,chosokabe,lord_tk5_274,chosokabe,-,-,-,-
clan_kirigakure_1,佐甲,,trader,-,-,-,-,-,-,lord_tk5_226,org_merchant_shimonosekiya,lord_tk5_226,org_merchant_shimonosekiya,lord_tk5_226,org_merchant_shimonosekiya
clan_kiso_1,木曾,,tosan,lord_tk5_255,kiso,lord_tk5_255,takeda,lord_tk5_255,takeda,lord_tk5_254,takeda,-,-,-,-
clan_kitabatake_1,北畠,木造,kinai,lord_tk5_261,kitabatake,lord_tk5_306,kitabatake,lord_tk5_306,kitabatake,-,-,-,-,-,-
clan_kitabatake_2,北畠,,kinai,lord_tk5_259,kitabatake,lord_tk5_259,kitabatake,lord_tk5_259,kitabatake,-,-,-,-,-,-
clan_kobayakawa_1,小早川,,sanyo,lord_tk5_314,mori,lord_tk5_314,mori,lord_tk5_314,mori,lord_tk5_314,mori,lord_tk5_314,mori,lord_tk5_316,kobayakawa
clan_kobayakawa_2,小早川,,sanyo,-,-,-,-,-,-,-,-,-,-,lord_tk5_315,kobayakawa
clan_kodera_1,小寺,,kinai,lord_tk5_197,akamatsu,lord_tk5_197,akamatsu,lord_tk5_197,akamatsu,lord_tk5_197,akamatsu,-,-,-,-
clan_konishi_1,小西,,trader,lord_tk5_313,org_merchant_konishiya,lord_tk5_313,org_merchant_konishiya,lord_tk5_313,org_merchant_konishiya,lord_tk5_313,org_merchant_konishiya,-,-,lord_tk5_312,konishi
clan_konoike_1,鸿池,,trader,-,-,-,-,-,-,-,-,-,-,lord_tk5_604,org_merchant_kounoikeya
clan_koobe_1,神户,,kinai,-,-,lord_tk5_250,kitabatake,-,-,-,-,-,-,-,-
clan_koteida_1,笼手田,,saikai,lord_tk5_308,matsuura,lord_tk5_308,matsuura,lord_tk5_308,matsuura,lord_tk5_308,matsuura,lord_tk5_308,matsuura,-,-
clan_kouka_1,甲贺,,ninja,-,-,-,-,-,-,-,-,-,-,lord_tk5_ninja_hakuunsai,org_ninja_kouka
clan_kuki_1,九鬼,,pirate,lord_tk5_806,org_pirate_kumanosuigun,-,-,-,-,-,-,-,-,-,-
clan_kuki_2,九鬼,,pirate,lord_tk5_279,org_pirate_kumanosuigun,lord_tk5_279,org_pirate_kumanosuigun,lord_tk5_279,org_pirate_kumanosuigun,lord_tk5_279,org_pirate_kumanosuigun,lord_tk5_279,org_pirate_kumanosuigun,lord_tk5_279,org_pirate_kumanosuigun
clan_kuki_3,九鬼,,kinai,-,-,-,-,-,-,-,-,-,-,lord_tk5_278,kuki
clan_kumaya_1,组屋,,trader,lord_tk5_287,org_merchant_kumiya,lord_tk5_287,org_merchant_kumiya,lord_tk5_287,org_merchant_kumiya,lord_tk5_287,org_merchant_kumiya,lord_tk5_287,org_merchant_kumiya,lord_tk5_287,org_merchant_kumiya
clan_kurada_1,藏田,,trader,lord_tk5_289,org_merchant_echigoya,lord_tk5_289,org_merchant_echigoya,lord_tk5_289,org_merchant_echigoya,lord_tk5_289,org_merchant_echigoya,-,-,-,-
clan_kuroda_1,黑田,,kinai,-,-,-,-,lord_tk5_292,akamatsu,-,-,-,-,lord_tk5_293,kuroda
clan_kyoogoku_1,京极,,kinai,lord_tk5_273,ashikaga,lord_tk5_273,ashikaga,lord_tk5_273,ashikaga,lord_tk5_273,oda,-,-,lord_tk5_271,kyoogoku
clan_kyoogoku_2,京极,,kinai,-,-,-,-,-,-,-,-,-,-,lord_tk5_272,kyoogoku
clan_kyouzaka_1,胁坂,,kinai,-,-,-,-,-,-,-,-,-,-,lord_tk5_793,kyouzaka
clan_maeda_1,前田,,kinai,lord_tk5_659,oda,lord_tk5_659,oda,lord_tk5_659,oda,lord_tk5_659,oda,lord_tk5_659,oda,lord_tk5_659,maeda
clan_masaki_1,正木,,kanto,lord_tk5_668,satomi,lord_tk5_668,satomi,lord_tk5_668,satomi,lord_tk5_668,satomi,-,-,-,-
clan_masuda_1,增田,,kanto,-,-,-,-,-,-,-,-,-,-,lord_tk5_670,toyotomi
clan_matsuda_1,松田,,kanto,lord_tk5_678,hojo,-,-,-,-,-,-,-,-,-,-
clan_matsukura_1,松仓,,nankai,lord_tk5_674,tsutsui,lord_tk5_674,tsutsui,lord_tk5_674,tsutsui,lord_tk5_674,tsutsui,-,-,-,-
clan_matsunaga_1,松永,,kinai,lord_tk5_679,miyoshi,lord_tk5_679,miyoshi,lord_tk5_679,oda,lord_tk5_679,oda,-,-,-,-
clan_matsuura_1,松浦,,saikai,lord_tk5_684,matsuura,lord_tk5_684,matsuura,lord_tk5_684,matsuura,lord_tk5_684,matsuura,lord_tk5_684,matsuura,lord_tk5_683,matsuura
clan_michikawa_1,道川,,trader,-,-,lord_tk5_540,org_merchant_kawafuneya,lord_tk5_540,org_merchant_kawafuneya,lord_tk5_540,org_merchant_kawafuneya,lord_tk5_540,org_merchant_kawafuneya,lord_tk5_540,org_merchant_kawafuneya
clan_mimura_1,三村,,sanyo,lord_tk5_696,mimura,lord_tk5_696,mimura,lord_tk5_697,mimura,-,-,-,-,-,-
clan_miyabe_1,宫部,,kinai,lord_tk5_698,azai,lord_tk5_698,azai,lord_tk5_698,azai,lord_tk5_698,oda,lord_tk5_698,oda,lord_tk5_698,miyabe
clan_miyamoto_1,宫本传,,pirate,lord_tk5_699,org_pirate_shiwakusuigun,lord_tk5_699,org_pirate_shiwakusuigun,lord_tk5_699,org_pirate_shiwakusuigun,lord_tk5_699,org_pirate_shiwakusuigun,lord_tk5_699,org_pirate_shiwakusuigun,lord_tk5_699,org_pirate_shiwakusuigun
clan_miyoshi_1,三好,,nankai,lord_tk5_704,miyoshi,lord_tk5_704,miyoshi,-,-,-,-,-,-,-,-
clan_miyoshi_2,三好,,nankai,lord_tk5_708,miyoshi,lord_tk5_708,miyoshi,-,-,-,-,-,-,-,-
clan_miyoshi_3,三好,,nankai,lord_tk5_706,miyoshi,lord_tk5_706,miyoshi,lord_tk5_706,miyoshi,-,-,-,-,-,-
clan_miyoshi_4,三好,,nankai,-,-,-,-,lord_tk5_703,miyoshi,-,-,-,-,-,-
clan_miyoshi_5,三好,,nankai,-,-,-,-,lord_tk5_709,miyoshi,-,-,-,-,-,-
clan_mizoguchi_1,沟口,,hokuriku,-,-,-,-,-,-,-,-,-,-,lord_tk5_694,mizoguchi
clan_mizuno_1,水野,,kanto,lord_tk5_691,imagawa,-,-,lord_tk5_691,tokugawa,lord_tk5_691,tokugawa,-,-,-,-
clan_mogami_1,最上,,ou,lord_tk5_725,mogami,lord_tk5_725,mogami,lord_tk5_725,mogami,-,-,-,-,-,-
clan_mogami_2,最上,,ou,lord_tk5_723,mogami,lord_tk5_723,mogami,lord_tk5_723,mogami,lord_tk5_723,mogami,lord_tk5_723,mogami,lord_tk5_723,mogami
clan_momochi_1,百地,,neutral_culture,lord_tk5_729,org_ninja_iga,lord_tk5_729,org_ninja_iga,lord_tk5_729,org_ninja_iga,lord_tk5_729,org_ninja_iga,lord_tk5_729,org_ninja_iga,-,-
clan_mori_1,毛利,,sanyo,lord_tk5_722,mori,lord_tk5_722,mori,lord_tk5_722,mori,-,-,-,-,-,-
clan_mori_2,毛利,,sanyo,lord_tk5_720,mori,-,-,-,-,lord_tk5_721,mori,lord_tk5_721,mori,lord_tk5_721,mori
clan_morii_1,森,,tokai,lord_tk5_735,oda,lord_tk5_735,oda,lord_tk5_735,oda,-,-,-,-,lord_tk5_731,morii
clan_mukaisei_1,向井,,pirate,-,-,-,-,-,-,-,-,-,-,lord_tk5_710,org_pirate_kougun
clan_murakami_1,村上,,pirate,lord_tk5_714,org_pirate_murakamisuigun,lord_tk5_714,org_pirate_murakamisuigun,lord_tk5_714,org_pirate_murakamisuigun,lord_tk5_714,org_pirate_murakamisuigun,lord_tk5_714,org_pirate_murakamisuigun,lord_tk5_715,org_pirate_murakamisuigun
clan_murakami_2,村上,,hokuriku,lord_tk5_716,uesugi,lord_tk5_716,uesugi,-,-,-,-,-,-,-,-
clan_murakami_3,村上,,hokuriku,lord_tk5_291,org_pirate_murakamisuigun,lord_tk5_291,org_pirate_murakamisuigun,-,-,-,-,-,-,-,-
clan_nabeshima_1,锅岛,,saikai,lord_tk5_548,ryuzoji,lord_tk5_548,ryuzoji,lord_tk5_548,ryuzoji,lord_tk5_548,ryuzoji,lord_tk5_548,ryuzoji,lord_tk5_548,nabeshima
clan_nakamura_1,中村,,tokai,-,-,-,-,-,-,-,-,-,-,lord_tk5_539,nakamura
clan_nanbu_1,南部,,ou,lord_tk5_557,nanbu,lord_tk5_557,nanbu,lord_tk5_557,nanbu,lord_tk5_557,nanbu,-,-,-,-
clan_nanbu_2,南部,,ou,lord_tk5_556,nanbu,lord_tk5_556,nanbu,lord_tk5_556,nanbu,lord_tk5_556,nanbu,lord_tk5_556,nanbu,lord_tk5_556,nanbu
clan_naoe_1,直江,,hokuriku,lord_tk5_526,uesugi,lord_tk5_526,uesugi,lord_tk5_526,uesugi,lord_tk5_526,uesugi,lord_tk5_526,uesugi,lord_tk5_526,uesugi
clan_narita_1,成田,,kanto,lord_tk5_550,hojo,-,-,lord_tk5_550,hojo,lord_tk5_550,hojo,lord_tk5_550,hojo,-,-
clan_narita_2,成田,,kanto,lord_tk5_552,hojo,lord_tk5_552,uesugi,-,-,-,-,-,-,-,-
