ID,原版编号,外观ID,模板NPC,姓名,别名,苗字,名,罗马音名,文化,性别,生年,登场,终年,死因,父亲,母,配偶,祖父,亲族,仕官倾向,仕官相性,亲密相性,性情,精神,主义,行动,情义,野心,DesireType,喜好,饮酒,出身,物欲,统率,武力,政务,智谋,魅力,足轻,骑马,火枪,水军,弓术,武艺,军学,忍术,建筑,开垦,矿山,算术,礼法,辩才,茶道,医术,合战卡,秘技卡,称号卡,亲密获取,组合获取,事件获取,登场_1554,姓名_1554,身份_1554,立场_1554,所属势力_1554,家族_1554,所属据点_1554,所属流派_1554,登场_1560,姓名_1560,身份_1560,立场_1560,所属势力_1560,家族_1560,所属据点_1560,所属流派_1560,登场_1568,姓名_1568,身份_1568,立场_1568,所属势力_1568,家族_1568,所属据点_1568,所属流派_1568,登场_1575,姓名_1575,身份_1575,立场_1575,所属势力_1575,家族_1575,所属据点_1575,所属流派_1575,登场_1582,姓名_1582,身份_1582,立场_1582,所属势力_1582,家族_1582,所属据点_1582,所属流派_1582,登场_1598,姓名_1598,身份_1598,立场_1598,所属势力_1598,家族_1598,所属据点_1598,所属流派_1598,登场_1549,姓名_1549,身份_1549,立场_1549,所属势力_1549,所属据点_1549,所属流派_1549,登场_1584,姓名_1584,身份_1584,立场_1584,所属势力_1584,所属据点_1584,所属流派_1584,登场_dream1560,姓名_dream1560,身份_dream1560,立场_dream1560,所属势力_dream1560,所属据点_dream1560,所属流派_dream1560,外观描述_光荣,立绘阶段,Persona,列传,列传原文
lord_tk5_76,76,76,,石母田景赖,石母田景賴,石母田,景赖,Ishimoda Kagenori,ou,1,1542,1556,1615,病死,,,,,,只限武将,60,60,温和,勇敢,普通,普通,普通,18,武具,无欲,普通,其他,刀剑,59,63,44,34,38,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,无,强袭,无,无要求,,,未登场,石母田景赖,足轻组头,直臣,伊达家,clan_date_1,米泽城,无,已登场,石母田景赖,侍大将,直臣,伊达家,clan_date_1,米泽城,无,已登场,石母田景赖,侍大将,直臣,伊达家,clan_date_2,米泽城,无,已登场,石母田景赖,侍大将,直臣,伊达家,clan_date_2,米泽城,无,已登场,石母田景赖,侍大将,直臣,伊达家,clan_date_2,米泽城,无,已登场,石母田景赖,部将,直臣,伊达家,clan_date_2,仙台城,无,未登场,石母田景赖,侍大将,直臣,伊达家,米泽城,无,已登场,石母田景赖,侍大将,直臣,伊达家,米泽城,无,已登场,石母田景赖,浪人,其他,无,佐仓之町,无,,"[{""stage"":"""",""tkid"":""76"",""ref"":""76"",""emotion"":0}]",,TAIKOU_bio_76,伊達家臣。石母田城主。石母田光賴之子。追隨政宗，參加了許多戰役。豐臣秀吉命政宗出征小田原之際，他留守會津郡黑川城。作為伊達家重臣，之後為宇和島伊達家創業做出了貢獻。
lord_tk5_77,77,77,,伊集院忠仓,伊集院忠倉,伊集院,忠仓,Ijuin Tadaao,saikai,1,1525,1554,1562,病死,lord_tk5_921,,,,lord_tk5_78,只限武将,39,39,温和,普通,普通,慎重,普通,40,书籍,普通,普通,源氏,刀剑,64,45,74,79,53,1,0,1,0,1,0,1,0,1,2,1,1,0,3,1,1,无,强袭,无,无要求,,,已登场,伊集院忠仓,侍大将,直臣,岛津家,clan_ijuin_1,内城,无,已登场,伊集院忠仓,部将,直臣,岛津家,clan_ijuin_1,内城,无,已死亡,伊集院忠仓,无效,无效,无,clan_shimazu_1,无效,无,已死亡,伊集院忠仓,无效,无效,无,clan_shimazu_1,无效,无,已死亡,伊集院忠仓,无效,无效,无,clan_shimazu_1,无效,无,已死亡,伊集院忠仓,无效,无效,无,clan_shimazu_2,无效,无,已登场,伊集院忠仓,部将,直臣,岛津家,内城,无,已死亡,伊集院忠仓,无效,无效,无,无效,无,已登场,伊集院忠仓,部将,直臣,青山家,高松城,无,,"[{""stage"":"""",""tkid"":""77"",""ref"":""77"",""emotion"":0}]",,TAIKOU_bio_77,島津家臣。忠朗之子。大隅加治木城主肝付兼演與入來院等合謀叛亂時，助父平叛，降伏叛軍，後負責接收領地事務的處置。後任貴久的老中，為擴大主家的勢力做出貢獻。
lord_tk5_78,78,78,,伊集院忠栋,伊集院忠棟,伊集院,忠栋,Ijuin Tadamune,saikai,1,1553,1567,1599,战死,lord_tk5_77,,,,lord_tk5_77,只限武将,39,39,温和,胆小,普通,轻率,不重情义,74,南蛮物,普通,普通,源氏,刀剑,60,51,85,77,41,0,1,1,1,1,0,1,0,1,0,1,1,3,3,0,1,无,强袭,无,无要求,,,未登场,伊集院忠栋,足轻组头,陪臣（伊集院忠仓）,岛津家,clan_ijuin_1,内城,无,未登场,伊集院忠栋,足轻组头,陪臣（伊集院忠仓）,岛津家,clan_ijuin_1,内城,无,已登场,伊集院忠栋,足轻组头,直臣,岛津家,clan_shimazu_1,内城,无,已登场,伊集院忠栋,足轻组头,直臣,岛津家,clan_shimazu_1,内城,无,已登场,伊集院忠栋,足轻大将,直臣,岛津家,clan_shimazu_1,内城,无,已登场,伊集院忠栋,家老,直臣,岛津家,clan_shimazu_2,内城,无,未登场,伊集院忠栋,足轻组头,直臣,岛津家,内城,无,已登场,伊集院忠栋,足轻大将,直臣,岛津家,内城,无,已登场,伊集院忠栋,浪人,其他,无,会津之町,无,,"[{""stage"":"""",""tkid"":""78"",""ref"":""78"",""emotion"":0}]",,TAIKOU_bio_78,島津家臣。忠倉之子。曾任主公義久的老中的重臣。敗於豐臣秀吉九州討伐軍後被留為秀吉之弟秀長的人質。通石田三成，並被秀吉視同主家，因而與島津宗家對立，被殺。
lord_tk5_79,79,79,,以心崇传,以心崇伝|以心崇傳,以心,崇传,Isshin Sogen,kanto,1,1569,1583,1633,病死,,,,,,只限武将,90,90,普通,勇敢,现实,慎重,普通,65,书籍,贪心,普通,源氏,枪,18,39,86,82,60,0,0,0,1,0,1,2,1,2,1,2,3,3,3,2,3,无,拔突，伤药，丢钱,雄辩，能吏,一般条件,,,未登场,以心崇传,浪人,其他,无,,京之町,无,未登场,以心崇传,浪人,其他,无,,京之町,无,未登场,以心崇传,浪人,其他,无,,京之町,无,未登场,以心崇传,浪人,其他,无,,京之町,无,未登场,以心崇传,浪人,其他,无,,京之町,无,已登场,以心崇传,部将,直臣,德川家,clan_tokugawa_1,江户城,无,未登场,以心崇传,浪人,其他,无,京之町,无,已登场,以心崇传,浪人,其他,无,京之町,无,已登场,以心崇传,浪人,其他,无,足利之町,无,,"[{""stage"":"""",""tkid"":""79"",""ref"":""79"",""emotion"":0}]",,TAIKOU_bio_79,足利家家臣。一色秀勝的次男。起初侍奉足利義輝，但是在主家滅亡後出家為僧。德川幕府成立後，應家康的徵召擔任外交事務。漸漸地深入參與內政事務。為了確保幕府的權力，經常會使用鐵血無情的政策，因此又被稱為「黑衣宰相」。
lord_tk5_80,80,80,,矶野员昌,磯野員昌,矶野,员昌,Isono Kazumasa,tokai,1,1527,1554,1578,病死,,,,,,只限武将,77,77,普通,胆小,普通,轻率,普通,37,武具,无欲,普通,其他,刀剑,72,54,20,63,59,2,1,0,1,1,2,1,0,0,1,1,0,0,0,1,1,无,强袭，拔突，铁壁,无,一般条件,,,已登场,矶野员昌,城主,直臣,浅井家,clan_azai_1,佐和山城,无,已登场,矶野员昌,城主,直臣,浅井家,clan_azai_2,佐和山城,无,已登场,矶野员昌,城主,直臣,浅井家,clan_azai_2,佐和山城,无,已登场,矶野员昌,家老,直臣,织田家,clan_oda_1,岐阜城,无,已死亡,矶野员昌,无效,无效,无,,无效,无,已死亡,矶野员昌,无效,无效,无,,无效,无,已登场,矶野员昌,部将,直臣,浅井家,小谷城,无,已死亡,矶野员昌,无效,无效,无,无效,无,已登场,矶野员昌,头领,首领,坊津水军,坊津之砦,无,,"[{""stage"":"""",""tkid"":""80"",""ref"":""80"",""emotion"":0}]",,TAIKOU_bio_80,淺野家臣，之後成為織田家臣。作為近江佐和山城主守衛對六角的最前線。姊川交戰時任先鋒令織田軍受了不少苦頭，但由於居城被孤立而投降於信長。在織田家雖被重用，但最後遭信長的懲罰，而出走至高野山。
lord_tk5_81,81,81,,板仓胜重,板倉勝重,板仓,胜重,Itakura Katsushige,kanto,1,1545,1559,1624,病死,,,,,,全职种,90,90,性急,勇敢,现实,慎重,重视情义,21,书籍,无欲,普通,源氏,刀剑,19,41,87,83,55,0,0,0,0,0,0,0,0,0,0,1,2,4,4,2,4,激励,强袭，伤药，止血,能吏,一般条件,,,未登场,板仓胜重,足轻组头,陪臣（松平元康）,今川家,clan_tokugawa_1,骏府城,无,已登场,板仓胜重,足轻组头,陪臣（松平元康）,今川家,clan_tokugawa_1,冈崎城,无,已登场,板仓胜重,足轻组头,直臣,德川家,clan_tokugawa_1,冈崎城,无,已登场,板仓胜重,足轻组头,直臣,德川家,clan_tokugawa_1,滨松城,无,已登场,板仓胜重,足轻大将,直臣,德川家,clan_tokugawa_1,滨松城,无,已登场,板仓胜重,部将,直臣,德川家,clan_tokugawa_1,江户城,无,未登场,板仓胜重,浪人,其他,无,冈崎之町,无,已登场,板仓胜重,足轻大将,直臣,德川家,滨松城,无,已登场,板仓胜重,浪人,其他,无,龟山之町,无,,"[{""stage"":"""",""tkid"":""81"",""ref"":""81"",""emotion"":0}]",,TAIKOU_bio_81,德川家臣。好重次子。少時出家為僧，父親與弟弟戰死後，還俗並繼承家督。蒙家康信賴擔任駿府、江戶等地奉行，後任京都的侍所代理守，負責應付朝廷和監視西國的各大名。
lord_tk5_82,82,82,,板部冈江雪斋,板部岡江雪齋,板部,冈江雪斋,Itabeoka Ekketsusai,kanto,1,1537,1554,1609,病死,,,,,,只限武将,85,85,温和,胆小,普通,慎重,普通,32,艺术品,普通,滴酒不沾,平氏,枪,18,11,76,74,61,0,0,0,0,0,0,0,0,0,3,2,1,3,1,4,2,无,拔突,风雅之士,一般条件,,,已登场,板部冈江雪斋,足轻组头,直臣,北条家,clan_hojo_1,小田原城,无,已登场,板部冈江雪斋,足轻组头,直臣,北条家,clan_hojo_1,小田原城,无,已登场,板部冈江雪斋,足轻组头,直臣,北条家,clan_hojo_1,小田原城,无,已登场,板部冈江雪斋,足轻组头,直臣,北条家,clan_hojo_2,小田原城,无,已登场,板部冈江雪斋,足轻组头,直臣,北条家,clan_hojo_2,小田原城,无,已登场,板部冈江雪斋,足轻大将,直臣,德川家,clan_tokugawa_1,江户城,无,未登场,板部冈江雪斋,足轻组头,直臣,北条家,小田原城,无,已登场,板部冈江雪斋,足轻组头,直臣,北条家,小田原城,无,已登场,板部冈江雪斋,浪人,其他,无,冈崎之町,无,,"[{""stage"":"""",""tkid"":""82"",""ref"":""82"",""emotion"":0}]",,TAIKOU_bio_82,北條家臣。曾任秘書評議職務。在與德川家康和談，與豐臣秀吉談判時，發揮了外交才能。主家滅亡後，任秀吉的顧問，並改姓岡野。後投奔家康。
lord_tk5_83,83,83,,伊丹康直,,伊丹,康直,Itami Yasunao,tokai,1,1523,1554,1596,病死,,,,,,全职种,60,60,普通,普通,现实,普通,普通,55,武具,贪心,普通,藤原氏,刀剑,69,62,25,61,59,2,1,1,4,2,2,1,2,2,0,0,0,1,0,0,0,水上拖延，蝴蝶之阵,强袭，拔突，二连苦无，刚弓，铁壁,无,无要求,,,已登场,伊丹康直,船头,直臣,骏河水军,clan_okabe_1,清水之砦,无,已登场,伊丹康直,船头,直臣,骏河水军,clan_okabe_1,清水之砦,无,已登场,伊丹康直,船头,直臣,骏河水军,clan_okabe_1,清水之砦,无,已登场,伊丹康直,船头,直臣,骏河水军,clan_okabe_1,清水之砦,无,已登场,伊丹康直,头领,首领,骏河水军,clan_itami_1,清水之砦,无,已死亡,伊丹康直,无效,无效,无,,无效,无,已登场,伊丹康直,船头,直臣,骏河水军,清水之砦,无,已登场,伊丹康直,头领,首领,骏河水军,清水之砦,无,已登场,伊丹康直,浪人,其他,无,小仓之町,无,,"[{""stage"":"""",""tkid"":""83"",""ref"":""83"",""emotion"":0}]",,TAIKOU_bio_83,今川家家臣。後來輾轉成為武田及德川家家臣。在駿河流浪時，今川義元將其納為旗下一將。負水軍將領之天賦，在氏真當政時成為海賊奉行。主家滅亡後，以船大將的身份侍奉武田家。最後侍奉德川家，成為駿河船奉行。
lord_tk5_84,84,84,,市川经好,市川經好,市川,经好,Ichikawa Tsuneyoshi,sanyo,1,1520,1554,1584,病死,,,,,,只限武将,40,40,普通,普通,普通,轻率,不重情义,60,书籍,普通,普通,藤原氏,刀剑,32,26,66,61,49,1,0,1,0,0,1,0,0,0,0,1,2,2,2,1,0,无,强袭,无,无要求,,,已登场,市川经好,部将,直臣,毛利家,clan_mori_1,吉田郡山城,无,已登场,市川经好,部将,直臣,毛利家,clan_mori_1,吉田郡山城,无,已登场,市川经好,部将,直臣,毛利家,clan_mori_1,吉田郡山城,无,已登场,市川经好,部将,直臣,毛利家,clan_mori_2,吉田郡山城,无,已登场,市川经好,部将,直臣,毛利家,clan_mori_2,吉田郡山城,无,已死亡,市川经好,无效,无效,无,,无效,无,已登场,市川经好,部将,直臣,毛利家,吉田郡山城,无,已登场,市川经好,部将,直臣,毛利家,吉田郡山城,无,已登场,市川经好,浪人,其他,无,小诸之町,无,,"[{""stage"":"""",""tkid"":""84"",""ref"":""84"",""emotion"":0}]",,TAIKOU_bio_84,毛利家臣。與安藝吉川同族。為將元就次子元春迎做吉川家領主興經的義子付出努力。毛利平定了防長之後被任命為山口奉行，負責兩國民政事務。後嫡子元教串通大友家，謀殺了經好。
lord_tk5_85,85,85,,一栗放牛,一慄放牛,一栗,放牛,Ichikuri Bangyu,ou,1,1500,1554,1591,战死,,,,,,只限武将,75,75,性急,勇敢,理想,轻率,重视情义,50,武具,无欲,嗜酒如命,其他,枪,73,66,51,54,74,2,2,0,1,2,3,2,1,0,0,0,0,2,0,0,3,无,强袭，连续斩，拔突，粘花，刚弓，卷枪，引落，柄返，刚力，铁壁，伤药,无,一般条件,,,已登场,一栗放牛,城主,直臣,大崎家,clan_osaki_1,岩出山城,无,已登场,一栗放牛,城主,直臣,大崎家,clan_osaki_1,岩出山城,无,已登场,一栗放牛,城主,直臣,大崎家,clan_osaki_1,岩出山城,无,已登场,一栗放牛,城主,直臣,大崎家,clan_osaki_1,岩出山城,无,已登场,一栗放牛,城主,直臣,大崎家,clan_osaki_1,岩出山城,无,已死亡,一栗放牛,无效,无效,无,,无效,无,已登场,一栗放牛,城主,直臣,大崎家,岩出山城,无,已登场,一栗放牛,家老,直臣,大崎家,名生城,无,已登场,一栗放牛,上忍,直臣,羽黑众,羽黑之里,无,,"[{""stage"":"""",""tkid"":""85"",""ref"":""85"",""emotion"":0}]",,TAIKOU_bio_85,奧州大崎家家臣。大崎家因為違抗秀吉所下達的小田原征伐的命令而被秀吉沒收了領土，為了重振主家便掀起了暴動。面對伊達政宗的討伐軍，以九十二歲的高齡守城奮戰，但最後城還是遭攻陷而戰死。
lord_tk5_86,86,86,,一条兼定,一條兼定,一条,兼定,Ichijo Kanesada,saikai,1,1543,1557,1585,病死,,,,,,只限武将,20,20,温和,胆小,普通,轻率,不重情义,36,南蛮物,贪心,普通,藤原氏,刀剑,10,11,12,9,88,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,无,强袭,无,一般条件,,,已登场,一条兼定,大名,首领,一条家,clan_ichijo_1,中村城,无,已登场,一条兼定,大名,首领,一条家,clan_ichijo_1,中村城,无,已登场,一条兼定,大名,首领,一条家,clan_ichijo_1,中村城,无,已登场,一条兼定,浪人,其他,无,,府内之町,无,已登场,一条兼定,浪人,其他,无,,府内之町,无,已死亡,一条兼定,无效,无效,无,,无效,无,已登场,一条兼定,大名,首领,一条家,中村城,无,已登场,一条兼定,浪人,其他,无,府内之町,无,已登场,一条兼定,家老,直臣,一宫家,春日山城,无,,"[{""stage"":"""",""tkid"":""86"",""ref"":""86"",""emotion"":0}]",,TAIKOU_bio_86,土佐一條家第４代家主。房基之子。因其日夜沉湎於酒色，家臣們商議後，將其驅逐出門，家督之位讓於其子。之後他接受洗禮成為了天主教徒。以大友宗麟為後援，企圖恢復舊領地，最終失敗。
lord_tk5_87,87,87,,一条信龙,一條信龍,一条,信龙,Ichijo Nagatoki,tosan,1,1540,1554,1582,战死,lord_tk5_801,,,,lord_tk5_447|lord_tk5_448|lord_tk5_449|lord_tk5_450|lord_tk5_451|lord_tk5_560|lord_tk5_801,只限武将,62,62,性急,勇敢,普通,慎重,普通,20,书籍,无欲,普通,源氏,刀剑,47,44,50,44,56,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,无,强袭,无,无要求,,,已登场,一条信龙,足轻大将,直臣,武田家,clan_yamamoto_1,踯躅崎馆,无,已登场,一条信龙,侍大将,直臣,武田家,clan_yamamoto_1,踯躅崎馆,无,已登场,一条信龙,侍大将,直臣,武田家,clan_takeda_1,踯躅崎馆,无,已登场,一条信龙,侍大将,直臣,武田家,clan_takeda_2,踯躅崎馆,无,已登场,一条信龙,侍大将,直臣,武田家,clan_takeda_2,甲府城,无,已死亡,一条信龙,无效,无效,无,,无效,无,未登场,一条信龙,侍大将,直臣,武田家,踯躅崎馆,无,已死亡,一条信龙,无效,无效,无,无效,无,已登场,一条信龙,家老,直臣,一宫家,春日山城,无,,"[{""stage"":"""",""tkid"":""87"",""ref"":""87"",""emotion"":0}]",,TAIKOU_bio_87,武田家臣。武田信虎八子，信玄的異母兄弟。武田二十四將之一，甲斐名門之後，繼承一條氏家統，做為本族成員積極活動。陷入窮境的武田勝賴逃離新府城後，留守城中迎擊來犯的德川家康部隊，激戰中被俘，後被處斬首。
lord_tk5_88,88,88,,伊地知重兴,伊地知重興,伊地知,重兴,Iichiji Shigeoki,saikai,1,1528,1554,1580,病死,,,,,,只限武将,32,32,温和,胆小,现实,轻率,普通,50,武具,普通,普通,其他,刀剑,47,50,40,51,34,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,无,强袭,无,无要求,,,已登场,伊地知重兴,足轻大将,直臣,肝付家,clan_kimotsuki_1,大隅高山城,无,已登场,伊地知重兴,侍大将,直臣,肝付家,clan_kimotsuki_1,大隅高山城,无,已登场,伊地知重兴,侍大将,直臣,肝付家,clan_kimotsuki_1,大隅高山城,无,已登场,伊地知重兴,侍大将,直臣,岛津家,clan_shimazu_1,内城,无,已死亡,伊地知重兴,无效,无效,无,,无效,无,已死亡,伊地知重兴,无效,无效,无,,无效,无,已登场,伊地知重兴,侍大将,直臣,肝付家,大隅高山城,无,已死亡,伊地知重兴,无效,无效,无,无效,无,已登场,伊地知重兴,浪人,其他,无,府内之町,无,,"[{""stage"":"""",""tkid"":""88"",""ref"":""88"",""emotion"":0}]",,TAIKOU_bio_88,大隅的豪族。小濱城主。重武之子。與肝付家團結對抗薩摩島津家，但卻被島津軍攻陷其居城。與禰寢氏一同投降於島津氏。之後，跟隨島津義久，參加同大友氏的作戰。
lord_tk5_89,89,89,,伊地知重秀,,伊地知,重秀,Iichiji Shigehide,saikai,1,1534,1554,1594,病死,,,,,,只限武将,32,32,普通,普通,普通,轻率,普通,24,武具,普通,普通,其他,刀剑,61,47,31,76,42,0,1,1,0,0,0,0,0,0,0,0,1,2,2,1,1,无,强袭,无,无要求,,,已登场,伊地知重秀,足轻组头,直臣,岛津家,clan_shimazu_1,内城,无,已登场,伊地知重秀,足轻组头,直臣,岛津家,clan_shimazu_1,内城,无,已登场,伊地知重秀,足轻组头,直臣,岛津家,clan_shimazu_1,内城,无,已登场,伊地知重秀,足轻组头,直臣,岛津家,clan_shimazu_1,内城,无,已登场,伊地知重秀,足轻大将,直臣,岛津家,clan_shimazu_1,内城,无,已死亡,伊地知重秀,无效,无效,无,,无效,无,已登场,伊地知重秀,足轻组头,直臣,岛津家,内城,无,已登场,伊地知重秀,足轻大将,直臣,岛津家,内城,无,已登场,伊地知重秀,浪人,其他,无,津山之町,无,,"[{""stage"":"""",""tkid"":""89"",""ref"":""89"",""emotion"":0}]",,TAIKOU_bio_89,島津家臣。曾任主公義久的呈奏人，也曾與上井覺兼一起出使天草和肝付氏。曾參加與大友氏的耳川之戰，進攻龍造寺氐的沖田綴之戰等多次會戰。
lord_tk5_90,90,90,,一万田鉴实,一萬田鑒實|一萬田鑑實,一万田,鉴实,Ichimada Akizane,saikai,1,1533,1554,1588,病死,,,,一万田亲泰,lord_tk5_438,全职种,60,60,温和,普通,普通,普通,重视情义,16,艺术品,普通,普通,藤原氏,刀剑,68,69,49,74,40,2,3,2,0,1,1,1,0,0,0,0,0,3,2,3,1,无,强袭,无,无要求,,,已登场,一万田鉴实,侍大将,直臣,大友家,clan_otomo_1,府内城,无,已登场,一万田鉴实,侍大将,直臣,大友家,clan_otomo_1,府内城,无,已登场,一万田鉴实,侍大将,直臣,大友家,clan_otomo_1,府内城,无,已登场,一万田鉴实,侍大将,直臣,大友家,clan_otomo_1,府内城,无,已登场,一万田鉴实,侍大将,直臣,大友家,clan_otomo_1,府内城,无,已死亡,一万田鉴实,无效,无效,无,,无效,无,已登场,一万田鉴实,侍大将,直臣,大友家,府内城,无,已登场,一万田鉴实,侍大将,直臣,大友家,府内城,无,已登场,一万田鉴实,大名,首领,一万田家,甲府城,无,,"[{""stage"":"""",""tkid"":""90"",""ref"":""90"",""emotion"":0}]",,TAIKOU_bio_90,大友家臣。小牟禮城、鳥屋山城主。擔任義統的加判眾。耳川之戰與島津氏交戰時，擔任退卻大友軍的殿下之職。另一方面，他還是愛好風雅之人，正月吟誦俳句，招待義鎮賞桉並舉辦能會。
lord_tk5_91,91,91,,一色义清,一色義清,一色,义清,Issiki Yoshikiyo,kinai,1,1551,1565,1582,战死,一色义幸,,,,lord_tk5_92|lord_tk5_93,只限武将,40,40,温和,胆小,普通,轻率,重视情义,60,书籍,无欲,滴酒不沾,源氏,刀剑,33,36,35,45,18,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,无,强袭,无,无要求,,,未登场,一色义清,部将,直臣,一色家,clan_issiki_1,宫津城,无,已登场,一色义清,家老,直臣,一色家,clan_issiki_1,宫津城,无,已登场,一色义清,家老,直臣,一色家,clan_issiki_1,宫津城,无,已登场,一色义清,家老,直臣,一色家,clan_issiki_1,宫津城,无,已死亡,一色义清,无效,无效,无,,无效,无,已死亡,一色义清,无效,无效,无,,无效,无,未登场,一色义清,家老,直臣,一色家,宫津城,无,已死亡,一色义清,无效,无效,无,无效,无,已登场,一色义清,家老,直臣,一宫家,春日山城,无,,"[{""stage"":"""",""tkid"":""91"",""ref"":""91"",""emotion"":0}]",,TAIKOU_bio_91,丹後的戰國大名。外甥義定被細川藤孝謀殺後，進入丹後弓木城，繼承一色家業。但由於細川忠興將城池包圍，被追趕的義清突入敵陣戰死疆場。
lord_tk5_92,92,92,,一色义定,一色義定,一色,义定,Issiki Yoshisada,kinai,1,1558,1572,1582,战死,lord_tk5_93,,,一色义幸,lord_tk5_91|lord_tk5_93,只限武将,40,40,普通,胆小,现实,普通,普通,45,艺术品,贪心,普通,源氏,刀剑,39,42,37,46,41,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,无,强袭,无,无要求,,,未登场,一色义定,足轻组头,直臣,一色家,clan_issiki_1,宫津城,无,未登场,一色义定,足轻组头,直臣,一色家,clan_issiki_1,宫津城,无,未登场,一色义定,足轻组头,直臣,一色家,clan_issiki_1,宫津城,无,已登场,一色义定,足轻组头,直臣,一色家,clan_issiki_1,宫津城,无,已死亡,一色义定,无效,无效,无,,无效,无,已死亡,一色义定,无效,无效,无,,无效,无,未登场,一色义定,足轻组头,直臣,一色家,宫津城,无,已死亡,一色义定,无效,无效,无,无效,无,已登场,一色义定,部将,直臣,一宫家,春日山城,无,,"[{""stage"":"""",""tkid"":""92"",""ref"":""92"",""emotion"":0}]",,TAIKOU_bio_92,丹後的戰國大名。義道之子。與其父義道一起與細川藤孝軍交戰。義道自殺後，逃跑投奔家臣稻富祐直。之後，由於明智光秀的斡旋，而迎娶藤孝之女為妻和睦相處，但因其再次背叛在細川氏館被殺。
lord_tk5_93,93,93,,一色义道,一色義道,一色,义道,Issiki Yoshimichi,kinai,1,1520,1554,1579,战死,一色义幸,,,,lord_tk5_91|lord_tk5_92,只限武将,40,40,性急,勇敢,普通,轻率,普通,70,南蛮物,普通,嗜酒如命,源氏,刀剑,60,39,37,38,42,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,无,强袭,无,无要求,,,已登场,一色义道,大名,首领,一色家,clan_issiki_1,宫津城,无,已登场,一色义道,大名,首领,一色家,clan_issiki_1,宫津城,无,已登场,一色义道,大名,首领,一色家,clan_issiki_1,宫津城,无,已登场,一色义道,大名,首领,一色家,clan_issiki_1,宫津城,无,已死亡,一色义道,无效,无效,无,,无效,无,已死亡,一色义道,无效,无效,无,,无效,无,已登场,一色义道,大名,首领,一色家,宫津城,无,已死亡,一色义道,无效,无效,无,无效,无,已登场,一色义道,部将,直臣,一宫家,春日山城,无,,"[{""stage"":"""",""tkid"":""93"",""ref"":""93"",""emotion"":0}]",,TAIKOU_bio_93,丹後的戰國大名。義幸之子。因庇護被織田信長從京城趕出的將軍足利義昭而被織田軍進打。一度曾成功地堅守住，但在細川、明智軍前敗北，後因家臣沼田勘解由通敵而自殺。
lord_tk5_94,94,94,,出浦盛清,,出浦,盛清,Deura Morikiyo,tosan,1,1546,1559,1623,病死,,,,,,武将以外优先,62,62,普通,普通,现实,轻率,重视情义,55,武具,普通,滴酒不沾,其他,苦无,58,80,31,51,33,2,0,2,0,2,3,1,4,1,1,2,2,0,0,2,2,奈落之术，千里眼术，刺杀，雷爆之术，内讧之术,强袭，连续斩，拔突，二连苦无，半月，刚弓，猛毒苦无，十字投，乱苦无，叠返之术，刚力，铁壁,苦无名人,无要求,,,已登场,出浦盛清,头目,首领,户隐众,clan_deura_1,户隐之里,无,已登场,出浦盛清,头目,首领,户隐众,clan_deura_1,户隐之里,无,已登场,出浦盛清,头目,首领,户隐众,clan_deura_1,户隐之里,无,已登场,出浦盛清,头目,首领,户隐众,clan_deura_1,户隐之里,无,已登场,出浦盛清,头目,首领,户隐众,clan_deura_1,户隐之里,无,已登场,出浦盛清,头目,首领,户隐众,clan_deura_1,户隐之里,无,未登场,出浦盛清,上忍,直臣,户隐众,户隐之里,无,已登场,出浦盛清,头目,首领,户隐众,户隐之里,无,已登场,出浦盛清,水夫头,直臣,相模水军,三崎之砦,无,,"[{""stage"":"""",""tkid"":""94"",""ref"":""94"",""emotion"":0}]",,TAIKOU_bio_94,真田家家臣。人稱「對馬」。起初侍奉武田家，負責統率忍者。雖然曾一度從屬於森長可，但在本能寺之變，長可從信濃撤退後，便成為真田昌幸旗下。最後從屬於信幸，與橫谷左近一起在松代藩統率忍者。
