city_idx,kana4,name_official,name_history,lord_pid,lord_name,force_id,force_name,soldiers,food,gold,train,morale
21,04782846,二本松城,二本松城,32,芦名盛氏,4,芦名家,5800,60000,15800,50,50
22,046e1e32,须贺川城,须贺川城,32,芦名盛氏,4,芦名家,5800,60000,15800,50,50
23,05782d46,小高城,小高城,427,相马盛胤,32,相马家,5800,60000,15800,50,50
24,05643c64,太田城,太田城,346,佐竹义昭,27,佐竹家,5800,60000,15800,50,50
25,06aa283c,水户城,水户城,346,佐竹义昭,27,佐竹家,7600,80000,17600,50,50
26,0478375a,土浦城,土浦城,188,小田氏治,18,小田家,7600,80000,17600,50,50
27,038c3250,小田城,小田城,346,佐竹义昭,27,佐竹家,5800,60000,15800,50,50
28,06a01e32,宇都宫城,宇都宫城,136,宇都宫广纲,13,宇都宫家,7600,80000,17600,50,50
29,058c1928,唐泽山城,唐泽山城,136,宇都宫广纲,13,宇都宫家,5800,60000,15800,50,50
30,048c1e32,小山城,小山城,763,结城晴朝,53,结城家,5800,60000,15800,50,50
31,0478233c,乌山城,乌山城,136,宇都宫广纲,13,宇都宫家,4000,40000,14000,50,50
32,05b4233c,厩桥城,厩桥城,257,北条高广,39,长尾家,9400,100000,19400,50,50
33,048c2d46,沼田城,沼田城,119,上杉谦信,39,长尾家,5800,60000,15800,50,50
34,05a02846,馆林城,馆林城,536,长野业正,46,长野家,5800,60000,15800,50,50
35,05a03250,箕轮城,箕轮城,536,长野业正,46,长野家,7600,80000,17600,50,50
36,056e0000,胜浦城,胜浦城,352,里见义尧,28,里见家,4000,40000,14000,50,50
37,05780000,久留里城,久留里城,352,里见义尧,28,里见家,5800,60000,15800,50,50
38,05780000,稻村城,稻村城,352,里见义尧,28,里见家,5800,60000,15800,50,50
39,06a00000,佐仓城,佐仓城,478,千叶胤富,44,北条家,5800,60000,15800,50,50
40,06aa0000,结城城,结城城,763,结城晴朝,53,结城家,7600,80000,17600,50,50
41,08dc0000,江户城,江户城,630,北条氏康,44,北条家,9400,100000,19400,50,50
42,05aa0000,岩槻城,岩槻城,164,太田三乐斋,16,太田家,5800,60000,15800,50,50
43,06960000,河越城,河越城,630,北条氏康,44,北条家,5800,60000,15800,50,50
44,05784164,忍城,忍城,552,成田长泰,39,长尾家,5800,60000,15800,50,50
45,06a04164,八王子城,八王子城,630,北条氏康,44,北条家,4000,40000,14000,50,50
46,09dc0000,小田原城,小田原城,630,北条氏康,44,北条家,11200,120000,21200,50,50
47,04820000,玉绳城,玉绳城,632,北条纲成,44,北条家,5800,60000,15800,50,50
48,03501e32,韭山城,韭山城,630,北条氏康,44,北条家,5800,60000,15800,50,50
49,08b43c64,春日山城,春日山城,119,上杉谦信,39,长尾家,9400,100000,19400,50,50
50,06783250,新发田城,新发田城,382,新发田长敦,39,长尾家,5800,60000,15800,50,50
51,066e3250,本庄城,本庄城,650,本庄繁长,39,长尾家,5800,60000,15800,50,50
52,0678233c,橡尾城,橡尾城,119,上杉谦信,39,长尾家,5800,60000,15800,50,50
53,058c5a8c,富山城,富山城,408,神保长职,31,神保家,5800,60000,15800,50,50
54,058c4b78,鱼津城,鱼津城,367,椎名康胤,39,长尾家,4000,40000,14000,50,50
55,05785f96,七尾城,七尾城,580,畠山义纲,42,畠山家,9400,100000,19400,50,50
56,0596466e,尾山城,尾山城,375,七里赖周,45,本愿寺,7600,80000,17600,50,50
57,058c3250,小松城,小松城,647,本愿寺显如,45,本愿寺,4000,40000,14000,50,50
58,046e3250,大圣寺城,大圣寺城,400,下间赖照,45,本愿寺,5800,60000,15800,50,50
59,068c3c5a,一乘谷城,一乘谷城,23,朝仓义景,2,朝仓家,9400,100000,19400,50,50
60,07a03250,北之庄城,北之庄城,23,朝仓义景,2,朝仓家,5800,60000,15800,50,50
61,04783250,金崎城,金崎城,23,朝仓义景,2,朝仓家,5800,60000,15800,50,50
62,06783250,户石城,户石城,360,真田幸隆,35,武田家,5800,60000,15800,50,50
63,045a3250,海津城,海津城,298,高坂昌信,35,武田家,5800,60000,15800,50,50
64,046e3250,饭山城,饭山城,437,高梨政赖,39,长尾家,11200,80000,32000,50,50
65,048c3250,小诸城,小诸城,449,武田信玄,35,武田家,5800,60000,15800,50,50
66,0578283c,高远城,高远城,448,武田逍遥轩,35,武田家,5800,60000,15800,50,50
67,0478233c,木曾福岛城,木曾福岛城,255,木曾义康,35,武田家,5800,60000,15800,50,50
68,04783250,饭田城,饭田城,449,武田信玄,35,武田家,5800,60000,15800,50,50
69,07aa73b4,踯躅崎馆,踯躅崎馆|甲府城,449,武田信玄,35,武田家,7600,80000,17600,50,50
70,05644b78,岩殿城,岩殿城,449,武田信玄,35,武田家,5800,60000,15800,50,50
71,05643250,下山城,下山城,449,武田信玄,35,武田家,4000,40000,14000,50,50
72,08d23c64,骏府城,骏府城,110,今川义元,12,今川家,7600,80000,17600,50,50
73,0378283c,兴国寺城,兴国寺城,110,今川义元,12,今川家,5800,60000,15800,50,50
74,06b43250,曳马城,曳马城|滨松城,60,饭尾连龙,12,今川家,7600,80000,17600,50,50
75,04823250,二股城,二股城|二俣城,110,今川义元,12,今川家,5800,60000,15800,50,50
76,04783250,高天神城,高天神城,27,朝比奈泰朝,12,今川家,3000,60000,15800,50,50
77,06aa233c,冈崎城,冈崎城,506,德川家康,12,今川家,7600,80000,17600,50,50
78,046e0000,长篠城,长篠城,138,鹈殿长照,12,今川家,3000,60000,15800,50,50
79,06a0283c,吉田城,吉田城,110,今川义元,12,今川家,5800,60000,15800,50,50
80,06b43250,清洲城,清洲城,195,织田信长,19,织田家,7600,80000,17600,50,50
81,035a0000,鸣海城,鸣海城,340,佐久间盛重,19,织田家,3500,60000,15800,50,50
82,04783250,小牧山城,小牧山城,195,织田信长,19,织田家,5800,60000,15800,50,50
83,07a0283c,那古野城,那古野城|名古屋城,594,林秀贞,19,织田家,5800,60000,15800,50,50
84,07a05078,稻叶山城,稻叶山城|岐阜城,327,斋藤义龙,25,斋藤家,9400,100000,19400,50,50
85,0350233c,墨股城,墨股城,1101,小琴,0,无,4000,40000,14000,50,50
86,05a0375a,大垣城,大垣城,58,安藤守就,25,斋藤家,7600,80000,17600,50,50
87,0478375a,岩村城,岩村城,500,远山景任,25,斋藤家,5800,60000,15800,50,50
88,036e375a,曾根城,曾根城,101,稻叶一铁,25,斋藤家,5800,60000,15800,50,50
89,04784164,松仓城,松仓城,42,姊小路赖纲,6,三木家,5800,60000,15800,50,50
90,06b40000,安浓津城,安浓津城,250,神户具盛,22,北畠家,7600,80000,17600,50,50
91,04783250,大河内城,大河内城,259,北畠具教,22,北畠家,7600,80000,17600,50,50
92,06961928,长岛城,长岛城,249,愿证寺证惠,45,本愿寺,7600,80000,17600,50,50
93,035a0000,鸟羽城,鸟羽城,259,北畠具教,22,北畠家,5800,60000,15800,50,50
94,0578233c,小谷城,小谷城,16,浅井长政,1,浅井家,7600,80000,17600,50,50
95,068c1e32,佐和山城,佐和山城,80,矶野员昌,1,浅井家,5800,60000,15800,50,50
96,05a02d46,今滨城,今滨城|长滨城,16,浅井长政,1,浅井家,4000,40000,14000,50,50
97,06b40000,观音寺城,观音寺城|安土城|水口城,790,六角承祯,55,六角家,9400,100000,19400,50,50
98,04a02d46,阪本城,阪本城|大津城,790,六角承祯,55,六角家,7600,80000,17600,50,50
99,05782d46,日野城,日野城,242,蒲生定秀,55,六角家,5800,60000,15800,50,50
100,0478141e,多闻山城,多闻山城,679,松永久秀,49,三好家,5800,60000,15800,50,50
101,0582375a,信贵山城,信贵山城,679,松永久秀,49,三好家,5800,60000,15800,50,50
102,056e3c5a,大和郡山城,大和郡山城,493,筒井顺庆,38,筒井家,5800,60000,15800,50,50
103,04644164,伊贺上野城,伊贺上野城,493,筒井顺庆,38,筒井家,4000,40000,14000,50,50
104,05640000,胜龙寺城,胜龙寺城,704,三好长庆,49,三好家,5800,60000,15800,50,50
105,07dc0000,二条城,二条城,31,足利义辉,3,足利家,7600,80000,17600,50,50
106,05783c5a,丹波龟山城,丹波龟山城,583,波多野秀治,43,波多野家,4000,40000,14000,50,50
107,046e375a,八上城,八上城,583,波多野秀治,43,波多野家,9400,100000,19400,50,50
108,04783c5a,福知山城,福知山城,583,波多野秀治,43,波多野家,4000,40000,14000,50,50
109,05820000,宫津城,宫津城,93,一色义道,10,一色家,5800,60000,15800,50,50
110,06a00000,岸和田城,岸和田城,706,三好宗渭,49,三好家,5800,60000,15800,50,50
111,06960000,饭盛城,饭盛城,704,三好长庆,49,三好家,9400,100000,19400,50,50
112,05960000,高屋城,高屋城,578,畠山高政,41,畠山家,7600,80000,17600,50,50
113,06dc0000,石山本愿寺,石山本愿寺|大坂城,647,本愿寺显如,45,本愿寺,11200,120000,21200,50,50
114,048c0a14,芥川城,芥川城,704,三好长庆,49,三好家,5800,60000,15800,50,50
115,06b41e32,有冈城,有冈城,52,荒木村重,49,三好家,5800,60000,15800,50,50
116,06a0558c,杂贺城,杂贺城,413,铃木佐太夫,45,本愿寺,7600,80000,17600,50,50
117,03644164,新宫城,新宫城,642,堀内氏善,41,畠山家,5800,60000,15800,50,50
118,06a04164,鸟取城,鸟取城,758,山名祐丰,52,山名家,7600,80000,17600,50,50
119,048269a0,出石城,出石城,758,山名祐丰,52,山名家,5800,60000,15800,50,50
120,036e375a,羽衣石城,羽衣石城,45,尼子晴久,7,尼子家,5800,60000,15800,50,50
121,0496375a,月山富田城,月山富田城,45,尼子晴久,7,尼子家,9400,100000,19400,50,50
122,03784164,三刀屋城,三刀屋城,695,三刀屋久祐,7,尼子家,5800,60000,15800,50,50
123,03825a8c,白鹿城,白鹿城,45,尼子晴久,7,尼子家,5800,60000,15800,50,50
124,038c78c8,益田城,益田城,722,毛利元就,50,毛利家,5800,60000,15800,50,50
125,046e78c8,山吹城,山吹城,265,吉川元春,50,毛利家,5800,60000,15800,50,50
126,0482141e,置盐城,置盐城,8,赤松义祐,0,无,7600,80000,17600,50,50
127,07aa283c,御着城,御着城,197,小寺政职,0,无,9400,100000,19400,50,50
128,056e2d46,三木城,三木城,8,赤松义祐,0,无,7600,80000,17600,50,50
129,03643250,上月城,上月城,8,赤松义祐,0,无,5800,60000,15800,50,50
130,03784164,三星城,三星城,45,尼子晴久,7,尼子家,4000,40000,14000,50,50
131,07a00f14,冈山城,冈山城,140,浦上宗景,14,浦上家,7600,80000,17600,50,50
132,0378375a,砥石山城,砥石山城,140,浦上宗景,14,浦上家,4000,40000,14000,50,50
133,048c3250,天神山城,天神山城,140,浦上宗景,14,浦上家,5800,60000,15800,50,50
134,0578233c,备中松山城,备中松山城,696,三村家亲,48,三村家,5800,60000,15800,50,50
135,058c3250,备中高松城,备中高松城,696,三村家亲,48,三村家,5800,60000,15800,50,50
136,03960000,三原城,三原城,722,毛利元就,50,毛利家,5800,60000,15800,50,50
137,03823c64,甲山城,甲山城,722,毛利元就,50,毛利家,5800,60000,15800,50,50
138,05aa64a0,吉田郡山城,吉田郡山城,722,毛利元就,50,毛利家,9400,100000,19400,50,50
139,046e4b78,佐东银山城,佐东银山城,722,毛利元就,50,毛利家,5800,60000,15800,50,50
140,07b40000,樱尾城,樱尾城,722,毛利元就,50,毛利家,5800,60000,15800,50,50
141,06aa0000,山口城,山口城,722,毛利元就,50,毛利家,7600,80000,17600,50,50
142,0478375a,且山城,且山城,722,毛利元就,50,毛利家,5800,60000,15800,50,50
143,03780000,十河城,十河城,431,十河一存,49,三好家,4000,40000,14000,50,50
144,0396283c,天雾城,天雾城,213,香川元景,49,三好家,5800,60000,15800,50,50
145,038c0000,汤筑城,汤筑城,301,河野通宣,24,河野家,5800,60000,15800,50,50
146,046e0000,川之江城,川之江城,704,三好长庆,49,三好家,4000,40000,14000,50,50
147,048c3250,宇和岛城,宇和岛城,320,西园寺公广,24,河野家,5800,60000,15800,50,50
148,048c0000,抚养城,抚养城,376,篠原长房,49,三好家,5800,60000,15800,50,50
149,0596233c,胜瑞城,胜瑞城,708,三好实休,49,三好家,7600,80000,17600,50,50
150,03783250,洲本城,洲本城,704,三好长庆,49,三好家,5800,60000,15800,50,50
151,0364283c,白地城,白地城,704,三好长庆,49,三好家,5800,60000,15800,50,50
152,07b4283c,冈丰城,冈丰城,483,长宗我部元亲,37,长宗我部家,7600,80000,17600,50,50
153,04784164,安芸城,安芸城,10,安艺国虎,9,一条家,7600,80000,17600,50,50
154,06963250,中村城,中村城,86,一条兼定,9,一条家,5800,60000,15800,50,50
155,035a3250,金石城,金石城,429,宗义调,33,宗家,4000,40000,14000,50,50
156,04aa3c5a,立花山城,立花山城,167,大友宗麟,17,大友家,4000,40000,14000,50,50
157,03963250,岩屋城,岩屋城,438,高桥鉴种,17,大友家,5800,60000,15800,50,50
158,05a01928,柳川城,柳川城,238,蒲池鉴盛,17,大友家,5800,60000,15800,50,50
159,04a01e32,久留米城,久留米城,785,龙造寺隆信,54,龙造寺家,4000,40000,14000,50,50
160,06960000,佐嘉城,佐嘉城,785,龙造寺隆信,54,龙造寺家,9400,100000,19400,50,50
161,05783250,大村城,大村城,172,大村纯忠,54,龙造寺家,4000,40000,14000,50,50
162,0678283c,平户城,平户城,684,松浦隆信,47,松浦家,5800,60000,15800,50,50
163,0364416e,日野江城,日野江城,785,龙造寺隆信,54,龙造寺家,5800,60000,15800,50,50
164,03645a8c,岩尾城,岩尾城,36,阿苏惟将,5,阿苏家,5800,60000,15800,50,50
165,07a0283c,隈本城,隈本城,337,相良义阳,26,相良家,7600,80000,17600,50,50
166,04963250,人吉城,人吉城,337,相良义阳,26,相良家,5800,60000,15800,50,50
167,048c3250,八代城,八代城,337,相良义阳,26,相良家,5800,60000,15800,50,50
168,038c3c64,城井谷城,城井谷城,252,城井镇房,17,大友家,4000,40000,14000,50,50
169,06a02d46,小仓城,小仓城,167,大友宗麟,17,大友家,7600,80000,17600,50,50
170,06b44164,府内城,府内城,167,大友宗麟,17,大友家,7600,80000,17600,50,50
171,04786eb4,冈城,冈城,369,志贺亲守,17,大友家,4000,40000,14000,50,50
172,0364375a,佐伯城,佐伯城,167,大友宗麟,17,大友家,5800,60000,15800,50,50
173,046464a0,都於郡城,都於郡城,98,伊东义祐,11,伊东家,5800,60000,15800,50,50
174,058c64a0,饫肥城,饫肥城,98,伊东义祐,11,伊东家,5800,60000,15800,50,50
175,046473b4,县城,县城,98,伊东义祐,11,伊东家,5800,60000,15800,50,50
176,05783c64,大隅高山城,大隅高山城,268,肝付兼续,23,肝付家,4000,40000,14000,50,50
177,04644b78,加治木城,加治木城,268,肝付兼续,23,肝付家,5800,60000,15800,50,50
178,07aa64a0,内城,内城,389,岛津贵久,30,岛津家,9400,100000,19400,50,50
179,05645078,出水城,出水城,393,岛津义虎,30,岛津家,4000,40000,14000,60,50
