city_idx,kana4,name_official,name_history,lord_pid,lord_name,force_id,force_name,soldiers,food,gold,train,morale
105,07dc0000,二条城,二条城,195,织田信长,19,织田家,10200,80000,24600,50,50
106,05783c5a,丹波龟山城,丹波龟山城,583,波多野秀治,43,波多野家,7000,40000,21000,50,50
107,046e375a,八上城,八上城,583,波多野秀治,43,波多野家,11800,100000,26400,50,50
108,04783c5a,福知山城,福知山城,583,波多野秀治,43,波多野家,7000,40000,21000,50,50
109,05820000,宫津城,宫津城,93,一色义道,10,一色家,8600,60000,22800,50,50
110,06a00000,岸和田城,岸和田城,702,三好长治,41,三好家,8600,60000,22800,50,50
111,06960000,饭盛城,饭盛城,195,织田信长,19,织田家,11800,100000,26400,50,50
112,05960000,高屋城,高屋城,195,织田信长,19,织田家,10200,80000,24600,50,50
113,06dc0000,石山本愿寺,石山本愿寺|大坂城,647,本愿寺显如,45,本愿寺,13400,120000,28200,50,50
114,048c0a14,芥川城,芥川城,441,高山友照,19,织田家,8600,60000,22800,50,50
115,06b41e32,有冈城,有冈城,52,荒木村重,19,织田家,10200,80000,24600,50,50
116,06a0558c,杂贺城,杂贺城,413,铃木佐太夫,45,本愿寺,10200,80000,24600,50,50
117,03644164,新宫城,新宫城,642,堀内氏善,19,织田家,8600,60000,22800,50,50
118,06a04164,鸟取城,鸟取城,758,山名祐丰,52,山名家,11800,100000,26400,50,50
119,048269a0,出石城,出石城,758,山名祐丰,52,山名家,8600,60000,22800,50,50
120,036e375a,羽衣石城,羽衣石城,721,毛利辉元,50,毛利家,8600,60000,22800,50,50
121,0496375a,月山富田城,月山富田城,265,吉川元春,50,毛利家,11800,100000,26400,50,50
122,03784164,三刀屋城,三刀屋城,695,三刀屋久祐,50,毛利家,8600,60000,22800,50,50
123,03825a8c,白鹿城,白鹿城,265,吉川元春,50,毛利家,8600,60000,22800,50,50
124,038c78c8,益田城,益田城,265,吉川元春,50,毛利家,8600,60000,22800,50,50
125,046e78c8,山吹城,山吹城,265,吉川元春,50,毛利家,8600,60000,22800,50,50
126,0482141e,置盐城,置盐城,8,赤松义祐,0,无,10200,80000,24600,50,50
127,07aa283c,御着城,御着城,197,小寺政职,0,无,11800,100000,26400,50,50
128,056e2d46,三木城,三木城,621,别所长治,0,无,11800,100000,26400,50,50
129,03643250,上月城,上月城,8,赤松义祐,0,无,8600,60000,22800,50,50
130,03784164,三星城,三星城,140,浦上宗景,14,浦上家,7000,40000,21000,50,50
131,07a00f14,冈山城,冈山城,124,宇喜多直家,14,浦上家,10200,80000,24600,50,50
132,0378375a,砥石山城,砥石山城,124,宇喜多直家,14,浦上家,8600,60000,22800,50,50
133,048c3250,天神山城,天神山城,140,浦上宗景,14,浦上家,8600,60000,22800,50,50
134,0578233c,备中松山城,备中松山城,314,小早川隆景,50,毛利家,8600,60000,22800,50,50
135,058c3250,备中高松城,备中高松城,396,清水宗治,50,毛利家,10200,80000,24600,50,50
136,03960000,三原城,三原城,314,小早川隆景,50,毛利家,10200,80000,24600,50,50
137,03823c64,甲山城,甲山城,314,小早川隆景,50,毛利家,8600,60000,22800,50,50
138,05aa64a0,吉田郡山城,吉田郡山城,721,毛利辉元,50,毛利家,11800,100000,26400,50,50
139,046e4b78,佐东银山城,佐东银山城,721,毛利辉元,50,毛利家,8600,60000,22800,50,50
140,07b40000,樱尾城,樱尾城,721,毛利辉元,50,毛利家,8600,60000,22800,50,50
141,06aa0000,山口城,山口城,721,毛利辉元,50,毛利家,10200,80000,24600,50,50
142,0478375a,且山城,且山城,721,毛利辉元,50,毛利家,8600,60000,22800,50,50
143,03780000,十河城,十河城,432,十河存保,41,三好家,8600,60000,22800,50,50
144,0396283c,天雾城,天雾城,213,香川元景,41,三好家,8600,60000,22800,50,50
145,038c0000,汤筑城,汤筑城,301,河野通宣,24,河野家,8600,60000,22800,50,50
146,046e0000,川之江城,川之江城,301,河野通宣,24,河野家,8600,60000,22800,50,50
147,048c3250,宇和岛城,宇和岛城,320,西园寺公广,17,大友家,8600,60000,22800,50,50
148,048c0000,抚养城,抚养城,702,三好长治,41,三好家,8600,60000,22800,50,50
149,0596233c,胜瑞城,胜瑞城,702,三好长治,41,三好家,11800,100000,26400,50,50
150,03783250,洲本城,洲本城,702,三好长治,41,三好家,8600,60000,22800,50,50
151,0364283c,白地城,白地城,702,三好长治,41,三好家,8600,60000,22800,50,50
152,07b4283c,冈丰城,冈丰城,483,长宗我部元亲,37,长宗我部家,10200,80000,24600,50,50
153,04784164,安芸城,安芸城,483,长宗我部元亲,37,长宗我部家,10200,80000,24600,50,50
154,06963250,中村城,中村城,483,长宗我部元亲,37,长宗我部家,10200,80000,24600,50,50
155,035a3250,金石城,金石城,429,宗义调,33,宗家,7000,40000,21000,50,50
156,04aa3c5a,立花山城,立花山城,456,立花道雪,17,大友家,8600,60000,22800,50,50
157,03963250,岩屋城,岩屋城,439,高桥绍运,17,大友家,8600,60000,22800,50,50
158,05a01928,柳川城,柳川城,238,蒲池鉴盛,17,大友家,8600,60000,22800,50,50
159,04a01e32,久留米城,久留米城,785,龙造寺隆信,54,龙造寺家,7000,40000,21000,50,50
160,06960000,佐嘉城,佐嘉城,785,龙造寺隆信,54,龙造寺家,11800,100000,26400,50,50
161,05783250,大村城,大村城,172,大村纯忠,54,龙造寺家,8600,60000,22800,50,50
162,0678283c,平户城,平户城,684,松浦隆信,47,松浦家,8600,60000,22800,50,50
163,0364416e,日野江城,日野江城,785,龙造寺隆信,54,龙造寺家,8600,60000,22800,50,50
164,03645a8c,岩尾城,岩尾城,36,阿苏惟将,5,阿苏家,8600,60000,22800,50,50
165,07a0283c,隈本城,隈本城,337,相良义阳,26,相良家,10200,80000,24600,50,50
166,04963250,人吉城,人吉城,337,相良义阳,26,相良家,8600,60000,22800,50,50
167,048c3250,八代城,八代城,337,相良义阳,26,相良家,8600,60000,22800,50,50
168,038c3c64,城井谷城,城井谷城,252,城井镇房,17,大友家,8600,60000,22800,50,50
169,06a02d46,小仓城,小仓城,438,高桥鉴种,17,大友家,10200,80000,24600,50,50
170,06b44164,府内城,府内城,167,大友宗麟,17,大友家,10200,80000,24600,50,50
171,04786eb4,冈城,冈城,369,志贺亲守,17,大友家,8600,60000,22800,50,50
172,0364375a,佐伯城,佐伯城,167,大友宗麟,17,大友家,8600,60000,22800,50,50
173,046464a0,都於郡城,都於郡城,98,伊东义祐,11,伊东家,8600,60000,22800,50,50
174,058c64a0,饫肥城,饫肥城,98,伊东义祐,11,伊东家,8600,60000,22800,50,50
175,046473b4,县城,县城,98,伊东义祐,11,伊东家,8600,60000,22800,50,50
176,05783c64,大隅高山城,大隅高山城,269,肝付兼护,30,岛津家,8600,60000,22800,50,50
177,04644b78,加治木城,加治木城,394,岛津义久,30,岛津家,8600,60000,22800,50,50
178,07aa64a0,内城,内城,394,岛津义久,30,岛津家,11800,100000,26400,50,50
179,05645078,出水城,出水城,393,岛津义虎,30,岛津家,8600,60000,22800,60,50
